,query,sku,clicks,rank,num_impressions,doc_id,category,product_name,query_id,name_match,name_match_phrase,customerReviewAverage,customerReviewCount,shortDescription_match_phrase,longDescription_match_phrase,salesRankShortTerm,salesRankLongTerm,click_prior,name_hyphens,sku_term,category_id_match,grade
3056,Planet earth,8289951,14,1.0,29,8289951,abcat0715001,fake,1145,8.014481,8.014481,4.8,68.0,0.0,0.0,0.9724246,0.17298502,0.483,8.602927,0.0,0.0,0.5
7451,nano,1161725,28,1.0,120,1161725,abcat0811004,fake,2664,4.736725,4.736725,3.9,153.0,0.0,6.5729227,0.9820471,0.7778673,0.117,4.82664,0.0,0.0,0.7
5104,beats pro,9710711,17,1.0,45,9710711,pcmcat128700050041,fake,1841,11.922323,9.573748,4.3,79.0,0.0,10.170566,0.7561665,5.7244e-05,0.189,12.824192,0.0,0.0,0.6
3001,PSP,9175082,18,1.0,63,9175082,abcat0504002,fake,1112,5.1607437,5.1607437,4.6,120.0,0.0,8.734275,0.0,0.0,0.286,5.680236,0.0,0.0,0.6
3541,Samsung remote,2649467,10,1.0,25,2649467,cat02661,fake,1298,16.248577,11.188236,3.0,1.0,0.0,0.0,0.0,0.0,0.4,17.027855,0.0,0.0,0.2
6504,iPad stylus,1151337,31,1.0,93,1151337,abcat0703002,fake,2359,10.79088,0.0,4.1,227.0,0.0,0.0,0.9978743,0.98763096,0.167,0.0,0.0,0.0,0.8
855,Capture card,2460153,12,4.0,120,2460153,abcat0811003,fake,323,7.8182354,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.3
7216,mac book,3108109,10,6.0,243,3108109,cat02680,fake,2565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
6403,htc thunderbolt,2299396,10,3.0,107,2299396,cat02719,fake,2335,13.810503,13.810503,4.0,7.0,14.485586,0.0,0.4502278,3.029236e-21,0.031,14.341412,0.0,0.0,0.1
3064,Plasma,9748831,17,1.0,110,9748831,pcmcat209000050007,fake,1148,6.107957,6.107957,4.6,570.0,0.0,6.234196,5.7745465e-17,0.0,0.077,6.279972,0.0,0.0,0.5
3384,Resident evil,2737269,11,1.0,70,2737269,pcmcat209000050008,fake,1245,10.917637,10.917637,2.9,25.0,19.712896,12.90842,0.9424794,0.57892805,0.157,11.642938,0.0,0.0,0.2
5031,backpack,8788813,14,1.0,114,8788813,pcmcat209000050008,fake,1824,5.8343725,5.8343725,4.0,42.0,0.0,6.259711,0.63500214,1.3492941e-10,0.123,6.0555487,0.0,0.0,0.4
546,Beats studio,9632217,32,1.0,85,9632217,abcat0515004,fake,210,12.319086,9.9705105,4.3,80.0,0.0,11.379306,0.9137673,0.00281252,0.188,13.392683,0.0,0.0,0.8
61,2622037 2127204 2127213 2121716 2138291,3104158,10,26.0,3248,3104158,pcmcat209000050008,fake,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5081,beats by dr dre,9836718,53,1.0,248,9836718,pcmcat247400050000,fake,1837,18.450184,18.170843,3.9,169.0,0.0,22.891722,0.9722764,0.59105283,0.021,23.24525,0.0,0.0,0.9
1248,Dvr,1331156,10,8.0,407,1331156,abcat0401004,fake,476,0.0,0.0,4.5,482.0,0.0,0.0,2.1726593e-05,0.0,0.003,0.0,0.0,0.0,0.0
3273,Psp 3000,3196078,10,2.0,39,3196078,abcat0101001,fake,1204,6.234599,0.0,4.8,5.0,0.0,4.833639,0.0,0.0,0.128,0.0,0.0,0.0,0.2
7519,nikon d5100,1989073,35,1.0,77,1989073,pcmcat190000050014,fake,2692,10.603599,10.6036,4.8,157.0,0.0,19.533207,0.9872675,0.7393862,0.227,18.49417,0.0,0.0,0.8
1173,Dr dre,9492408,13,5.0,256,9492408,pcmcat247400050000,fake,451,12.266655,12.266655,3.8,69.0,0.0,0.0,0.0,0.0,0.007,12.054943,0.0,0.0,0.2
4472,Washer,9739898,16,2.0,179,9739898,abcat0106001,fake,1634,5.2238827,5.2238827,4.4,125.0,0.0,6.328602,0.93959296,1.7469674e-07,0.022,5.491063,0.0,0.0,0.5
241,Alpine,8699358,10,9.0,409,8699358,pcmcat220700050010,fake,113,6.4955072,6.4955072,4.7,53.0,0.0,0.0,0.45597813,4.220834e-12,0.002,6.401829,0.0,0.0,0.0
8841,two and a half men,2965153,11,1.0,33,2965153,pcmcat218000050000,fake,3180,15.3259325,15.325933,5.0,3.0,0.0,0.0,4.696249e-06,0.0,0.333,19.250189,0.0,0.0,0.3
819,Canon,9778635,27,7.0,537,9778635,cat02015,fake,300,3.5926285,3.5926285,4.9,496.0,0.0,0.0,0.8574907,0.1159706,0.004,3.291853,0.0,0.0,0.6
6772,ipad 2,9924603,12,9.0,1020,9924603,abcat0404001,fake,2427,5.5715704,0.0,4.2,143.0,0.0,0.0,0.9999329,0.99610865,0.001,0.0,0.0,0.0,0.0
7313,micro sd,3026197,55,3.0,474,3026197,pcmcat189600050008,fake,2606,0.0,0.0,4.8,10.0,0.0,0.0,0.6862157,0.26053533,0.013,0.0,0.0,0.0,0.8
6898,karaoke machine,1335856,10,1.0,68,1335856,abcat0503002,fake,2477,3.9399714,0.0,2.8,4.0,0.0,0.0,0.0,0.0,0.074,0.0,0.0,0.0,0.1
4032,Tablets,2903297,58,4.0,1026,2903297,pcmcat170900050018,fake,1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
384,Asus,2701449,11,15.0,1080,2701449,pcmcat242000050005,fake,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6908,kenwood,1989356,10,4.0,259,1989356,cat02015,fake,2481,5.8884306,5.8884306,5.0,9.0,0.0,0.0,0.08235582,0.0,0.008,6.4811726,0.0,0.0,0.1
5364,car alarms,9337121,12,3.0,132,9337121,cat02015,fake,1931,0.0,0.0,2.7,18.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.3
5203,bobaflex,3081278,17,1.0,26,3081278,pcmcat195200050001,fake,1870,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.654,0.0,0.0,0.0,0.6
5529,d5100,1989073,24,1.0,51,1989073,abcat0703002,fake,1996,6.261258,6.261258,4.8,157.0,0.0,12.499766,0.9872675,0.7393862,0.471,14.50103,0.0,0.0,0.7
11,1196648,1196648,145,1.0,182,1196648,cat02015,fake,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
990,Computers,2842056,17,3.0,394,2842056,abcat0401004,fake,374,0.0,0.0,4.1,131.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.4
8016,rihanna,1363949,11,1.0,72,1363949,pcmcat182300050008,fake,2893,0.0,0.0,4.9,9.0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.2
2460,Logitech revue,1257136,124,1.0,153,1257136,cat02015,fake,900,18.59342,18.593418,3.8,322.0,0.0,16.731436,0.0,0.0,0.405,18.288145,0.0,0.0,0.9
3515,Samsung infuse,2404316,102,1.0,160,2404316,pcmcat143000050007,fake,1288,15.651583,15.651583,4.1,149.0,0.0,0.0,0.0,0.0,0.319,16.62424,0.0,0.0,0.9
359,Apple notebook,9755322,10,1.0,21,9755322,cat02015,fake,154,2.6581287,0.0,4.8,322.0,0.0,0.0,0.0,0.0,0.476,0.0,0.0,0.0,0.2
6318,hp laptops,2971078,19,3.0,256,2971078,pcmcat209000050008,fake,2304,6.0906563,3.4677963,4.7,58.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.5
2228,Kirby,2971166,12,1.0,25,2971166,abcat0703001,fake,831,10.226555,10.226555,5.0,2.0,12.483127,15.845131,0.13896146,1.3101591e-22,0.48,10.927449,0.0,0.0,0.4
5861,external dvd burner,9459622,11,1.0,68,9459622,abcat0515039,fake,2142,5.993057,0.0,4.3,35.0,0.0,0.0,3.3502933e-05,0.0,0.054,6.0881567,0.0,0.0,0.2
1767,Hello kitty,9899554,10,6.0,389,9899554,pcmcat144700050004,fake,671,14.431113,14.431114,4.0,1.0,15.453567,16.000393,0.0,0.0,0.002,15.583048,0.0,0.0,0.0
2897,Nintendo ds,1260403,16,3.0,156,1260403,pcmcat209000050008,fake,1073,9.253957,9.253958,4.7,7.0,0.0,0.0,0.63175464,1.5161171e-12,0.026,10.026632,0.0,0.0,0.5
3737,Sony 3d glasses,2738301,26,1.0,41,2738301,pcmcat247400050000,fake,1372,19.56041,9.39946,4.0,25.0,0.0,0.0,0.83558667,0.00046550072,0.634,29.338234,0.0,0.0,0.7
4074,The lion king,2863669,21,3.0,296,2863669,abcat0706001,fake,1496,11.367494,11.367495,5.0,9.0,0.0,0.0,0.9274945,0.014126609,0.014,13.003426,0.0,0.0,0.6
654,Bluetooth keyboard,1895069,17,1.0,59,1895069,abcat0503002,fake,247,11.625457,7.1325417,5.0,1.0,0.0,5.117179,0.0,0.0,0.144,12.739991,0.0,0.0,0.6
2959,Optical cable,9699131,20,2.0,73,9699131,pcmcat209000050007,fake,1103,12.011108,7.4870625,4.9,15.0,0.0,6.416888,0.9943966,0.9589211,0.137,14.019682,0.0,0.0,0.6
6730,ipad,1918159,16,16.0,3023,1918159,cat02015,fake,2425,4.6640224,4.6640224,4.4,49.0,0.0,6.7027845,0.81159395,9.046849e-05,0.0,4.502391,0.0,0.0,0.0
426,Baby monitor,1403107,15,1.0,53,1403107,cat02015,fake,181,10.625393,10.625392,4.3,3.0,0.0,5.8700533,7.2529784e-30,0.0,0.094,0.0,0.0,0.0,0.5
7949,radar detectors,9984646,16,3.0,122,9984646,pcmcat171900050029,fake,2862,13.993538,8.468309,4.1,9.0,11.547899,12.550228,0.0,0.0,0.044,15.805708,0.0,0.0,0.5
4508,Webcam,8703094,12,10.0,483,8703094,abcat0701001,fake,1650,10.292908,10.292908,4.1,70.0,0.0,6.6833143,0.0,0.0,0.002,10.112632,0.0,0.0,0.1
2955,Opeth,3301186,43,1.0,71,3301186,pcmcat234200050001,fake,1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.9
1350,FIFA 2012,2704076,11,1.0,28,2704076,abcat0907006,fake,515,9.326135,0.0,3.6,21.0,0.0,0.0,0.77216125,0.009667985,0.393,0.0,0.0,0.0,0.3
4717,Xbox 360 controller,8267644,30,1.0,168,8267644,abcat0101001,fake,1709,17.72573,11.256197,4.7,102.0,0.0,12.051765,0.9989362,0.98799527,0.026,20.01083,0.0,0.0,0.8
5727,dslr,1222817,17,1.0,43,1222817,pcmcat209000050008,fake,2081,0.0,0.0,4.8,320.0,0.0,0.0,0.9902891,0.19991021,0.395,0.0,0.0,0.0,0.6
8830,tv tuner,9234205,30,1.0,168,9234205,abcat0503013,fake,3175,10.280938,10.280939,3.7,97.0,0.0,0.0,0.85769475,1.5944822e-11,0.045,10.199992,0.0,0.0,0.8
4893,antenna,4780115,25,4.0,450,4780115,abcat0205008,fake,1779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
6400,htc tablet,2390524,61,1.0,109,2390524,cat02724,fake,2334,13.713543,8.548265,4.3,96.0,0.0,5.9688797,0.0,0.0,0.28,13.509788,0.0,0.0,0.9
6405,i pad,1945531,151,1.0,272,1945531,abcat0208009,fake,2336,0.0,0.0,4.6,653.0,0.0,0.0,1.0,0.9990515,0.185,8.157409,0.0,0.0,0.9
7503,nikon,1222817,61,2.0,435,1222817,cat02661,fake,2686,5.187294,5.187294,4.8,320.0,0.0,8.796351,0.9902891,0.19991021,0.014,5.053855,0.0,0.0,0.9
378,Asus,2475112,27,10.0,1080,2475112,pcmcat231700050017,fake,163,5.2783623,5.2783623,4.4,76.0,0.0,0.0,5.7244247e-06,0.0,0.001,5.2533913,0.0,0.0,0.4
2117,Jeff Dunham,3216277,26,1.0,50,3216277,abcat0201010,fake,800,18.256203,18.256203,5.0,3.0,0.0,0.0,0.3656613,4.2262246e-26,0.52,19.663988,0.0,0.0,0.7
616,Blue ray player,2024401,13,1.0,94,2024401,abcat0701001,fake,239,11.429226,0.0,3.9,118.0,0.0,0.0,3.43101e-11,0.0,0.046,12.3027115,0.0,0.0,0.4
2696,Modem,8229044,184,2.0,777,8229044,pcmcat163400050000,fake,976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
8719,transformers,2257512,10,13.0,1156,2257512,abcat0302013,fake,3144,7.39674,7.39674,5.0,2.0,0.0,0.0,0.0,0.0,0.001,8.1238785,0.0,0.0,0.0
2128,Juicer,9595093,12,4.0,167,9595093,pcmcat209000050008,fake,805,8.494914,8.494914,4.8,6.0,0.0,9.014317,0.0,0.0,0.018,9.284324,0.0,0.0,0.2
7523,nikon d80,8975184,13,2.0,64,8975184,pcmcat209400050001,fake,2694,5.187294,0.0,4.7,146.0,0.0,0.0,0.58466107,1.3735734e-22,0.102,0.0,0.0,0.0,0.4
4280,Turtle beach headset,9824298,12,1.0,49,9824298,pcmcat144700050004,fake,1574,16.303177,5.4033394,4.4,143.0,0.0,0.0,0.0,0.0,0.245,15.459146,0.0,0.0,0.3
6231,headphones,8241422,15,12.0,1131,8241422,abcat0101001,fake,2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5261,brantley gilbert,9795756,23,2.0,123,9795756,abcat0208011,fake,1889,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.7
3166,Printer,1315716,20,7.0,602,1315716,cat02595,fake,1186,5.8220496,5.8220496,3.7,22.0,0.0,4.28806,0.0,0.0,0.002,5.8352814,0.0,0.0,0.4
9027,wii,1260334,16,6.0,451,1260334,abcat0513001,fake,3256,6.115121,6.115121,4.7,69.0,0.0,3.7733927,0.8958963,0.18510297,0.003,6.584123,0.0,0.0,0.3
8142,samsung tv,2584325,11,3.0,276,2584325,pcmcat247400050001,fake,2936,4.812297,0.0,3.9,153.0,0.0,8.78207,0.0,0.0,0.006,0.0,0.0,0.0,0.1
6053,gears of war 3,2985153,32,3.0,387,2985153,abcat0715007,fake,2217,12.693828,12.693827,4.5,4.0,18.230839,8.527016,0.0,0.0,0.01,15.167721,0.0,0.0,0.7
3111,Portable DVD player,2238642,13,9.0,376,2238642,pcmcat209000050008,fake,1165,10.815432,10.815432,1.0,2.0,0.0,10.21386,0.0003040009,0.0,0.003,11.344861,0.0,0.0,0.2
7605,optical cable,9543782,10,2.0,36,9543782,pcmcat186100050005,fake,2738,12.011108,7.4870625,4.8,13.0,0.0,6.5303802,0.00055804127,0.0,0.139,14.019682,0.0,0.0,0.2
2932,Nvidia,2146823,11,2.0,89,2146823,cat02009,fake,1088,5.7891226,5.7891226,4.6,22.0,7.0413256,0.0,0.42499894,9.061004e-31,0.062,5.3865185,0.0,0.0,0.2
4868,amp,9760439,16,2.0,207,9760439,abcat0706002,fake,1770,0.0,0.0,4.8,9.0,0.0,0.0,5.966658e-08,0.0,0.039,0.0,0.0,0.0,0.4
3474,Samsung 55,2127504,12,2.0,69,2127504,pcmcat223000050007,fake,1270,10.461078,10.461077,4.3,221.0,0.0,0.0,0.0,0.0,0.087,10.021216,0.0,0.0,0.3
692,Bose,4746494,17,22.0,1584,4746494,pcmcat194500050006,fake,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Call of duty,8770895,10,4.0,195,8770895,abcat0201011,fake,291,11.290179,11.29018,4.8,97.0,0.0,8.396565,0.021917872,0.0,0.01,13.315037,0.0,0.0,0.1
235,Alpine,1807251,10,9.0,409,1807251,cat02013,fake,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4045,Televisions,1854151,15,1.0,80,1854151,abcat0101001,fake,1480,0.0,0.0,3.8,123.0,0.0,0.0,0.035611294,0.0,0.094,0.0,0.0,6.0301056,0.5
3697,Sodastream,2794059,10,1.0,22,2794059,abcat0715007,fake,1361,9.83917,9.83917,4.6,38.0,0.0,0.0,0.10704786,1.4e-45,0.455,9.924267,0.0,0.0,0.2
7615,outdoor speaker,7682769,28,1.0,105,7682769,pcmcat164200050013,fake,2742,10.450183,10.450182,4.3,63.0,2.7007504,0.0,0.70630133,4.57755e-07,0.089,0.0,0.0,0.0,0.8
5196,bluetooth keyboard,3004574,15,2.0,107,3004574,pcmcat209000050008,fake,1867,13.358345,13.358345,5.0,1.0,0.0,5.6313562,0.0,0.0,0.028,13.545155,0.0,0.0,0.5
2805,Netbook,3301735,10,15.0,957,3301735,abcat0506001,fake,1027,0.0,0.0,3.7,24.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
7501,nexus s,2553277,11,5.0,245,2553277,abcat0515022,fake,2684,12.309334,12.309332,5.0,1.0,13.485357,0.0,0.0,0.0,0.009,11.949581,0.0,0.0,0.1
3013,Parks and recreation,3142148,26,1.0,40,3142148,abcat0504010,fake,1120,13.227779,13.227779,0.0,0.0,0.0,0.0,0.0071944366,0.0,0.65,18.150753,0.0,0.0,0.7
8654,top gun,2466342,21,1.0,35,2466342,cat02009,fake,3127,10.059658,10.059658,4.8,5.0,0.0,0.0,0.05688403,0.0,0.6,10.783391,0.0,0.0,0.7
7302,michael buble,17829012,10,3.0,71,17829012,cat02015,fake,2603,19.667978,19.66798,0.0,0.0,0.0,0.0,0.0,0.0,0.047,21.597645,0.0,0.0,0.1
7043,laptop cases,8219466,12,1.0,129,8219466,abcat0503013,fake,2518,5.5988197,0.0,4.3,32.0,0.0,0.0,0.6523753,2.0547586e-09,0.093,0.0,0.0,0.0,0.3
4507,Webcam,2804921,22,7.0,483,2804921,pcmcat209000050008,fake,1650,9.464001,9.464001,0.0,0.0,0.0,6.1057615,0.0,0.0,0.004,10.112632,0.0,0.0,0.5
7790,power supply,1073697,20,4.0,335,1073697,pcmcat144700050004,fake,2817,11.001974,11.001974,4.3,22.0,0.0,8.611223,0.27564263,0.0,0.006,11.944765,0.0,0.0,0.5
4222,Transformers blu ray,3247045,38,1.0,59,3247045,pcmcat209000050008,fake,1554,15.878416,4.81308,4.3,50.0,0.0,0.0,0.17223603,5.3575823e-22,0.644,15.699373,0.0,0.0,0.8
7883,ps3 bundle,3061302,13,1.0,44,3061302,pcmcat144700050004,fake,2835,0.0,0.0,4.5,121.0,0.0,0.0,0.9993503,0.9917985,0.295,0.0,0.0,0.0,0.4
865,Car alarms,6354777,15,1.0,93,6354777,pcmcat143200050028,fake,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
4113,Thor bluray,3103256,15,2.0,42,3103256,pcmcat209000050007,fake,1518,11.359602,0.0,4.2,16.0,0.0,0.0,0.6451227,1.7567439e-09,0.179,16.098743,0.0,0.0,0.5
3903,Star trek,9433357,10,1.0,52,9433357,pcmcat174700050005,fake,1431,9.660539,9.66054,4.8,86.0,0.0,0.0,0.4024726,0.008008119,0.192,10.362306,0.0,0.0,0.2
3512,Samsung galaxy tablet,2809771,21,2.0,91,2809771,pcmcat186100050005,fake,1287,11.77169,0.0,4.4,16.0,0.0,0.0,0.0,0.0,0.077,11.37732,0.0,0.0,0.7
8347,sony vaio,2802517,27,6.0,559,2802517,pcmcat247400050001,fake,3014,6.6261215,6.6261215,4.0,1.0,0.0,0.0,0.0,0.0,0.004,7.170556,0.0,0.0,0.6
9254,yamaha,2053166,20,1.0,148,2053166,abcat0202002,fake,3317,6.711009,6.711009,4.3,46.0,0.0,0.0,3.290779e-11,0.0,0.034,6.457343,0.0,0.0,0.6
2452,Logitech,1257136,48,1.0,270,1257136,pcmcat247400050000,fake,897,8.720897,8.720897,3.8,322.0,0.0,7.144326,0.0,0.0,0.059,8.568154,0.0,0.0,0.8
8360,sound bar,2103295,33,3.0,326,2103295,abcat0107020,fake,3017,0.0,0.0,3.4,15.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.7
1293,Eden of the east,2998105,10,1.0,20,2998105,abcat0302002,fake,489,11.763457,11.763458,4.0,1.0,0.0,0.0,0.0,0.0,0.5,14.798586,0.0,0.0,0.2
4457,Wacom,9469014,26,1.0,203,9469014,pcmcat152100050033,fake,1630,11.2828665,11.2828665,4.6,38.0,0.0,0.0,0.0,0.0,0.014,11.949743,0.0,0.0,0.7
6279,house season 7,2432328,32,1.0,44,2432328,cat02009,fake,2295,15.899248,15.899248,0.0,0.0,21.889202,0.0,0.0,0.0,0.727,16.714605,0.0,0.0,0.8
877,Car radio,1685061,43,1.0,287,1685061,abcat0503012,fake,327,0.0,0.0,4.5,53.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.8
4621,Wireless router,2089255,27,8.0,1032,2089255,pcmcat180400050006,fake,1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5916,flash drive,9933847,16,4.0,290,9933847,pcmcat231700050017,fake,2162,10.4562645,10.456264,3.8,6.0,10.456962,7.8418565,0.21189621,5.2930977e-14,0.006,10.051446,0.0,0.0,0.4
3670,Skullcandy,9630334,11,13.0,639,9630334,pcmcat162100050040,fake,1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7391,modems,8229044,46,2.0,210,8229044,pcmcat247400050000,fake,2632,10.108473,10.108473,4.2,102.0,0.0,7.5183835,0.99946815,0.98650616,0.055,0.0,0.0,0.0,0.8
8660,toshiba,2808132,10,10.0,486,2808132,abcat0106001,fake,3128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5945,freezer,9605082,32,2.0,190,9605082,abcat0703002,fake,2175,6.8385305,6.8385305,3.3,94.0,0.0,6.170872,0.21285895,1.0050384e-28,0.084,6.9820156,0.0,0.0,0.8
4022,Tablets,2475916,10,13.0,1026,2475916,cat02015,fake,1473,5.5206833,5.5206833,4.1,395.0,0.0,0.0,0.00768925,0.0,0.001,0.0,0.0,0.0,0.0
