query,sku,rank_ht,type_ht,found_ht,new_ht,score_ht,rank_ltr,type_ltr,found_ltr,new_ltr,score_ltr
ac,9355743,115,hand_tuned,True,False,3.8557503,500,ltr_hand_tuned,True,False,0.6613117
ac,1200742,326,hand_tuned,True,False,0.043795105,450,ltr_hand_tuned,True,False,0.73490095
Alienware,1407228,14,hand_tuned,True,False,0.053999163,27,ltr_hand_tuned,True,False,0.8545424
Alienware,3655632,22,hand_tuned,True,False,0.048469212,29,ltr_hand_tuned,True,False,0.84224623
Alienware,3612116,48,hand_tuned,True,False,0.041625105,92,ltr_hand_tuned,True,False,0.7260541
spider-man 3,16726054,23,hand_tuned,True,False,0.12097483,58,ltr_hand_tuned,True,False,0.88742304
spider-man 3,9237202,73,hand_tuned,True,False,0.050629828,218,ltr_hand_tuned,True,False,0.74489707
spider-man 3,3078086,215,hand_tuned,True,False,0.0016428158,423,ltr_hand_tuned,True,False,0.69833213
software,8856865,4,hand_tuned,True,False,62.416527,20,ltr_hand_tuned,True,False,0.89769274
software,1063041,5,hand_tuned,True,False,61.886223,268,ltr_hand_tuned,True,False,0.74548405
software,1520158,13,hand_tuned,True,False,41.097244,166,ltr_hand_tuned,True,False,0.7868605
software,1303056,26,hand_tuned,True,False,22.969156,55,ltr_hand_tuned,True,False,0.85466886
software,1303083,39,hand_tuned,True,False,16.044168,121,ltr_hand_tuned,True,False,0.7948045
#,8856865,1,hand_tuned,True,False,0.1017685,5,ltr_hand_tuned,True,False,0.89769274
#,1520158,2,hand_tuned,True,False,0.10107167,21,ltr_hand_tuned,True,False,0.7948045
#,8915178,4,hand_tuned,True,False,0.047344744,36,ltr_hand_tuned,True,False,0.71945816
#,1982034,5,hand_tuned,True,False,0.046776056,39,ltr_hand_tuned,True,False,0.69014
#,1972308,7,hand_tuned,True,False,0.028515974,22,ltr_hand_tuned,True,False,0.7874714
#,8234047,18,hand_tuned,True,False,3.4000002e-06,24,ltr_hand_tuned,True,False,0.7874714
wireless speaker,2968053,63,hand_tuned,True,False,0.06971336,113,ltr_hand_tuned,True,False,0.82667446
wireless speaker,2053402,245,hand_tuned,True,False,0.0063433317,389,ltr_hand_tuned,True,False,0.7399627
xbox live,1272605,1,hand_tuned,True,False,1187.4669,173,ltr_hand_tuned,True,False,0.77600867
xbox live,1272086,2,hand_tuned,True,False,887.0683,3,ltr_hand_tuned,True,False,1.1008273
xbox live,1272483,3,hand_tuned,True,False,707.5846,4,ltr_hand_tuned,True,False,1.1008273
xbox live,1272271,5,hand_tuned,True,False,245.1913,172,ltr_hand_tuned,True,False,0.77600867
xbox live,1162184,13,hand_tuned,True,False,38.791264,90,ltr_hand_tuned,True,False,0.8503898
xbox live,1219686,16,hand_tuned,True,False,19.924427,24,ltr_hand_tuned,True,False,0.98024446
ipod,9084206,1,hand_tuned,True,False,679.2608,460,ltr_hand_tuned,True,False,0.6870135
ipod,3109302,2,hand_tuned,True,False,657.0241,3,ltr_hand_tuned,True,False,1.1970283
ipod,8771929,4,hand_tuned,True,False,537.8436,5,ltr_hand_tuned,True,False,1.1294594
ipod,1114133,5,hand_tuned,True,False,527.88934,425,ltr_hand_tuned,True,False,0.7053001
ipod,3109339,9,hand_tuned,True,False,430.5558,70,ltr_hand_tuned,True,False,0.81499934
ipod,9412619,10,hand_tuned,True,False,410.5708,127,ltr_hand_tuned,True,False,0.78481966
ipod,8913599,12,hand_tuned,True,False,367.9229,406,ltr_hand_tuned,True,False,0.7053001
ipod,1469032,13,hand_tuned,True,False,362.0225,429,ltr_hand_tuned,True,False,0.7053001
ipod,1161798,14,hand_tuned,True,False,347.84058,44,ltr_hand_tuned,True,False,0.8576267
ipod,9845563,15,hand_tuned,True,False,347.40228,83,ltr_hand_tuned,True,False,0.80685645
ipod,1222744,19,hand_tuned,True,False,313.9937,411,ltr_hand_tuned,True,False,0.7053001
ipod,1161934,20,hand_tuned,True,False,303.87332,45,ltr_hand_tuned,True,False,0.8576267
ipod,8732794,32,hand_tuned,True,False,251.721,491,ltr_hand_tuned,True,False,0.64770514
ipod,1161843,34,hand_tuned,True,False,246.54594,128,ltr_hand_tuned,True,False,0.77955395
ipod,1207936,35,hand_tuned,True,False,239.38782,405,ltr_hand_tuned,True,False,0.7053001
ipod,1161816,51,hand_tuned,True,False,116.94428,110,ltr_hand_tuned,True,False,0.79184973
ipod,8967166,52,hand_tuned,True,False,105.66449,291,ltr_hand_tuned,True,False,0.73490095
ipod,1144355,56,hand_tuned,True,False,102.68025,81,ltr_hand_tuned,True,False,0.8077931
ipod,9845545,63,hand_tuned,True,False,76.53235,294,ltr_hand_tuned,True,False,0.733242
ipod,2629446,67,hand_tuned,True,False,67.86245,226,ltr_hand_tuned,True,False,0.7441004
ipod,3143147,74,hand_tuned,True,False,60.200436,277,ltr_hand_tuned,True,False,0.7441004
ipod,1207432,77,hand_tuned,True,False,52.775078,456,ltr_hand_tuned,True,False,0.6963372
ipod,1161898,82,hand_tuned,True,False,45.575546,278,ltr_hand_tuned,True,False,0.7424427
ipod,1200742,84,hand_tuned,True,False,42.835217,285,ltr_hand_tuned,True,False,0.73490095
ipod,8915178,117,hand_tuned,True,False,20.016485,314,ltr_hand_tuned,True,False,0.71945816
ipod,9222352,135,hand_tuned,True,False,11.502308,159,ltr_hand_tuned,True,False,0.76633877
ipod,1015382,146,hand_tuned,True,False,9.366428,401,ltr_hand_tuned,True,False,0.7053001
ipod,1160608,279,hand_tuned,True,False,0.55137813,465,ltr_hand_tuned,True,False,0.6762862
ipod,3109357,297,hand_tuned,True,False,0.26520702,326,ltr_hand_tuned,True,False,0.7177318
ipod,9845475,314,hand_tuned,True,False,0.11504904,324,ltr_hand_tuned,True,False,0.7177318
ipod,1950279,405,hand_tuned,True,False,0.03661886,413,ltr_hand_tuned,True,False,0.7053001
ipod,8033629,461,hand_tuned,True,False,0.033022225,488,ltr_hand_tuned,True,False,0.66286457
ipod,9899697,469,hand_tuned,True,False,0.03282203,481,ltr_hand_tuned,True,False,0.67490625
ipod,2613093,487,hand_tuned,True,False,0.032820325,494,ltr_hand_tuned,True,False,0.6345517
camera cases,9773712,1,hand_tuned,True,False,174.92746,44,ltr_hand_tuned,True,False,0.93244886
casio,17007828,21,hand_tuned,True,False,0.06376491,70,ltr_hand_tuned,True,False,0.86112213
casio,9468453,25,hand_tuned,True,False,0.06376331,72,ltr_hand_tuned,True,False,0.86112213
casio,9939878,33,hand_tuned,True,False,0.06376331,77,ltr_hand_tuned,True,False,0.86112213
casio,1558044,44,hand_tuned,True,False,0.058790587,46,ltr_hand_tuned,True,False,0.8843493
casio,3395221,60,hand_tuned,True,False,0.05453737,88,ltr_hand_tuned,True,False,0.84242386
casio,8791042,61,hand_tuned,True,False,0.05453737,93,ltr_hand_tuned,True,False,0.84224623
casio,3106138,74,hand_tuned,True,False,0.050858837,87,ltr_hand_tuned,True,False,0.84458286
casio,3106226,88,hand_tuned,True,False,0.05085804,496,ltr_hand_tuned,True,False,0.67732644
casio,9820826,103,hand_tuned,True,False,0.04764458,294,ltr_hand_tuned,True,False,0.7560249
casio,3106687,124,hand_tuned,True,False,0.04764378,195,ltr_hand_tuned,True,False,0.7701187
casio,3106723,228,hand_tuned,True,False,0.04229734,254,ltr_hand_tuned,True,False,0.76532114
casio,8021936,329,hand_tuned,True,False,0.005200052,467,ltr_hand_tuned,True,False,0.71666735
apple tv,2965074,3,hand_tuned,True,False,15.174544,67,ltr_hand_tuned,True,False,0.83767015
apple tv,9225411,10,hand_tuned,True,False,0.15981558,12,ltr_hand_tuned,True,False,1.029478
Bluetooth headphones,2264036,1,hand_tuned,True,False,862.69836,2,ltr_hand_tuned,True,False,1.2739178
Bluetooth headphones,9246862,3,hand_tuned,True,False,307.8188,4,ltr_hand_tuned,True,False,1.1634983
Bluetooth headphones,1232474,12,hand_tuned,True,False,0.12538305,130,ltr_hand_tuned,True,False,0.8393214
Bluetooth headphones,9492426,15,hand_tuned,True,False,0.11485643,129,ltr_hand_tuned,True,False,0.8393214
Bluetooth headphones,1114791,21,hand_tuned,True,False,0.103027925,79,ltr_hand_tuned,True,False,0.8771709
Bluetooth headphones,1535284,34,hand_tuned,True,False,0.0860471,67,ltr_hand_tuned,True,False,0.88742304
Bluetooth headphones,3724696,35,hand_tuned,True,False,0.086044796,68,ltr_hand_tuned,True,False,0.88742304
Bluetooth headphones,9740214,118,hand_tuned,True,False,0.0050633494,125,ltr_hand_tuned,True,False,0.8414646
Bluetooth headphones,9740232,119,hand_tuned,True,False,0.0050593494,430,ltr_hand_tuned,True,False,0.71045595
Bluetooth headphones,9740223,120,hand_tuned,True,False,0.0050590495,144,ltr_hand_tuned,True,False,0.8348655
iPod speaker,1114764,4,hand_tuned,True,False,21.34742,20,ltr_hand_tuned,True,False,0.9501557
iPod speaker,2239323,5,hand_tuned,True,False,17.358116,15,ltr_hand_tuned,True,False,0.96965265
iPod speaker,2205034,8,hand_tuned,True,False,4.401386,100,ltr_hand_tuned,True,False,0.8435783
iPod speaker,2256595,13,hand_tuned,True,False,0.15691687,188,ltr_hand_tuned,True,False,0.78741467
iPod speaker,1160608,15,hand_tuned,True,False,0.1375755,99,ltr_hand_tuned,True,False,0.8447512
iPod speaker,9084206,22,hand_tuned,True,False,0.093683146,119,ltr_hand_tuned,True,False,0.82582074
iPod speaker,8732794,81,hand_tuned,True,False,0.039821766,209,ltr_hand_tuned,True,False,0.77129066
iPod speaker,2205052,105,hand_tuned,True,False,0.023877423,148,ltr_hand_tuned,True,False,0.79692453
iPod speaker,1997075,178,hand_tuned,True,False,0.0068025454,498,ltr_hand_tuned,True,False,0.660663
iPod speaker,1433135,184,hand_tuned,True,False,0.006699211,308,ltr_hand_tuned,True,False,0.73710275
iPod speaker,2878045,227,hand_tuned,True,False,0.005965845,434,ltr_hand_tuned,True,False,0.71045595
iphone 4s,3562527,3,hand_tuned,True,False,907.9342,14,ltr_hand_tuned,True,False,0.9871361
iphone 4s,3566966,6,hand_tuned,True,False,767.7349,16,ltr_hand_tuned,True,False,0.9644505
iphone 4s,3566775,8,hand_tuned,True,False,481.65314,13,ltr_hand_tuned,True,False,1.0112756
iphone 4s,1990451,12,hand_tuned,True,False,174.52109,88,ltr_hand_tuned,True,False,0.86993843
iphone 4s,1401749,28,hand_tuned,True,False,27.97562,274,ltr_hand_tuned,True,False,0.749188
iphone 4s,1230537,51,hand_tuned,True,False,0.111864425,135,ltr_hand_tuned,True,False,0.82582074
iphone 4s,3815157,53,hand_tuned,True,False,0.10779864,166,ltr_hand_tuned,True,False,0.79381883
iphone 4s,3815041,58,hand_tuned,True,False,0.09003657,87,ltr_hand_tuned,True,False,0.87382823
iphone 4s,1114133,60,hand_tuned,True,False,0.08650495,369,ltr_hand_tuned,True,False,0.7053001
iphone 4s,3825057,61,hand_tuned,True,False,0.08526511,91,ltr_hand_tuned,True,False,0.8641181
iphone 4s,3721653,65,hand_tuned,True,False,0.07879418,115,ltr_hand_tuned,True,False,0.8296854
iphone 4s,3814088,79,hand_tuned,True,False,0.074532785,93,ltr_hand_tuned,True,False,0.8555297
iphone 4s,1155475,144,hand_tuned,True,False,0.06587905,302,ltr_hand_tuned,True,False,0.73490095
iphone 4s,3825048,158,hand_tuned,True,False,0.055537593,172,ltr_hand_tuned,True,False,0.7874714
iphone 4s,3725859,249,hand_tuned,True,False,0.008294456,499,ltr_hand_tuned,True,False,0.660663
iphone 4s,3812566,263,hand_tuned,True,False,0.007847282,460,ltr_hand_tuned,True,False,0.69833213
iphone 4s,3540428,392,hand_tuned,True,False,0.0053132228,397,ltr_hand_tuned,True,False,0.69833213
iphone 4s,3540446,397,hand_tuned,True,False,0.004993885,398,ltr_hand_tuned,True,False,0.69833213
nintendo,2803428,2,hand_tuned,True,False,1016.24725,38,ltr_hand_tuned,True,False,0.9320103
nintendo,1503576,14,hand_tuned,True,False,429.74722,44,ltr_hand_tuned,True,False,0.89989173
nintendo,3303069,67,hand_tuned,True,False,13.817555,468,ltr_hand_tuned,True,False,0.7103814
dsl modems,3219089,5,hand_tuned,True,False,13.967982,22,ltr_hand_tuned,True,False,0.9190011
dsl modems,3720169,7,hand_tuned,True,False,9.878632,58,ltr_hand_tuned,True,False,0.82784384
Fast 5,19493508,210,hand_tuned,True,False,1.4077881e-05,335,ltr_hand_tuned,True,False,0.7228852
Electric shaver,1230185,54,hand_tuned,True,False,1.2298714e-05,60,ltr_hand_tuned,True,False,0.76616657
Electric shaver,8834844,60,hand_tuned,True,False,1.18e-05,499,ltr_hand_tuned,True,False,0.6926199
god of war,1072246,1,hand_tuned,True,False,75.77009,7,ltr_hand_tuned,True,False,1.0276729
god of war,9869879,10,hand_tuned,True,False,0.08382371,46,ltr_hand_tuned,True,False,0.82667446
god of war,2638357,28,hand_tuned,True,False,0.06690552,77,ltr_hand_tuned,True,False,0.7661688
lowepro,9773712,3,hand_tuned,True,False,975.6389,32,ltr_hand_tuned,True,False,0.953165
lowepro,9773749,4,hand_tuned,True,False,962.1002,11,ltr_hand_tuned,True,False,1.0185447
lowepro,7037253,7,hand_tuned,True,False,698.03766,33,ltr_hand_tuned,True,False,0.953165
lowepro,1180538,8,hand_tuned,True,False,524.613,426,ltr_hand_tuned,True,False,0.6613117
lowepro,1934184,16,hand_tuned,True,False,3.8622642,34,ltr_hand_tuned,True,False,0.95164573
lowepro,1934402,18,hand_tuned,True,False,0.8896725,39,ltr_hand_tuned,True,False,0.92000794
lowepro,1446235,95,hand_tuned,True,False,0.050967768,417,ltr_hand_tuned,True,False,0.67732644
Playstation,2670179,16,hand_tuned,True,False,420.51193,37,ltr_hand_tuned,True,False,0.9184709
Playstation,8965998,49,hand_tuned,True,False,64.296,383,ltr_hand_tuned,True,False,0.76488125
Playstation,3061366,50,hand_tuned,True,False,60.794685,437,ltr_hand_tuned,True,False,0.7277852
Playstation,2891051,51,hand_tuned,True,False,60.188652,66,ltr_hand_tuned,True,False,0.88183403
Playstation,2137159,59,hand_tuned,True,False,24.83117,131,ltr_hand_tuned,True,False,0.79692453
Playstation,2704076,76,hand_tuned,True,False,4.3336554,251,ltr_hand_tuned,True,False,0.7661542
Playstation,2833059,88,hand_tuned,True,False,1.546736,248,ltr_hand_tuned,True,False,0.76633877
Playstation,1972853,109,hand_tuned,True,False,0.39778212,414,ltr_hand_tuned,True,False,0.7447915
kvm,6191569,1,hand_tuned,True,False,8.51954,6,ltr_hand_tuned,True,False,0.98783165
kvm,9788238,24,hand_tuned,True,False,0.04751248,30,ltr_hand_tuned,True,False,0.7874693
iPhone 4s accessories,3725859,245,hand_tuned,True,True,0.0022598745,499,ltr_hand_tuned,True,True,0.660663
Mac,1502268,1,hand_tuned,True,False,1062.2491,464,ltr_hand_tuned,True,False,0.7215559
Mac,1019306,5,hand_tuned,True,False,736.0446,169,ltr_hand_tuned,True,False,0.79692453
Mac,3103238,6,hand_tuned,True,False,636.5679,13,ltr_hand_tuned,True,False,0.9859429
Mac,9954445,8,hand_tuned,True,False,488.1049,163,ltr_hand_tuned,True,False,0.79692453
Mac,1303092,12,hand_tuned,True,False,373.93655,455,ltr_hand_tuned,True,False,0.7321588
Mac,2658095,16,hand_tuned,True,False,198.70262,61,ltr_hand_tuned,True,False,0.8632233
Mac,6957304,17,hand_tuned,True,False,193.3189,31,ltr_hand_tuned,True,False,0.89989173
Mac,2658068,180,hand_tuned,True,False,1.2733799,261,ltr_hand_tuned,True,False,0.7766792
Mac,1784371,217,hand_tuned,True,False,0.42268828,341,ltr_hand_tuned,True,False,0.76633877
camcorders,2053606,17,hand_tuned,True,False,41.11936,385,ltr_hand_tuned,True,False,0.71945816
camcorders,1227075,19,hand_tuned,True,False,40.864548,38,ltr_hand_tuned,True,False,0.8296756
camcorders,7956599,39,hand_tuned,True,False,13.537764,41,ltr_hand_tuned,True,False,0.8199725
camcorders,2009041,190,hand_tuned,True,False,2.1748188,462,ltr_hand_tuned,True,False,0.69160354
philips,9468952,2,hand_tuned,True,False,420.5864,22,ltr_hand_tuned,True,False,1.0291755
philips,9832597,6,hand_tuned,True,False,205.06175,58,ltr_hand_tuned,True,False,0.9742602
philips,9466053,14,hand_tuned,True,False,11.348354,199,ltr_hand_tuned,True,False,0.7967374
philips,2022228,18,hand_tuned,True,False,3.869409,172,ltr_hand_tuned,True,False,0.83057207
philips,3475155,37,hand_tuned,True,False,0.05398723,195,ltr_hand_tuned,True,False,0.8068341
philips,2150052,56,hand_tuned,True,False,0.05384994,80,ltr_hand_tuned,True,False,0.91254675
philips,2150089,58,hand_tuned,True,False,0.05384994,187,ltr_hand_tuned,True,False,0.8134475
philips,3035098,99,hand_tuned,True,False,0.046587028,281,ltr_hand_tuned,True,False,0.7701187
philips,3035113,102,hand_tuned,True,False,0.046585027,282,ltr_hand_tuned,True,False,0.7701187
philips,2596332,159,hand_tuned,True,False,0.04658403,291,ltr_hand_tuned,True,False,0.7701187
philips,2047571,180,hand_tuned,True,False,0.043642886,222,ltr_hand_tuned,True,False,0.7866078
philips,5751947,247,hand_tuned,True,False,0.04104719,359,ltr_hand_tuned,True,False,0.76532114
philips,2762088,431,hand_tuned,True,False,0.036726397,476,ltr_hand_tuned,True,False,0.7358907
philips,1997075,472,hand_tuned,True,False,0.036684778,493,ltr_hand_tuned,True,False,0.7260541
cordless phone,2147968,1,hand_tuned,True,False,959.5102,199,ltr_hand_tuned,True,False,0.8627946
cordless phone,2147886,2,hand_tuned,True,False,827.3226,417,ltr_hand_tuned,True,False,0.7726091
cordless phone,9774384,3,hand_tuned,True,False,762.5129,59,ltr_hand_tuned,True,False,0.9274944
cordless phone,2173287,4,hand_tuned,True,False,553.9145,84,ltr_hand_tuned,True,False,0.9007883
cordless phone,9774083,7,hand_tuned,True,False,482.31332,13,ltr_hand_tuned,True,False,1.0284189
cordless phone,2146869,11,hand_tuned,True,False,276.06433,404,ltr_hand_tuned,True,False,0.7956119
cordless phone,2174037,12,hand_tuned,True,False,208.10992,85,ltr_hand_tuned,True,False,0.9005552
cordless phone,2146599,14,hand_tuned,True,False,177.09267,135,ltr_hand_tuned,True,False,0.8827887
cordless phone,1174895,15,hand_tuned,True,False,146.9807,66,ltr_hand_tuned,True,False,0.91229004
cordless phone,9774366,16,hand_tuned,True,False,146.1819,60,ltr_hand_tuned,True,False,0.9274944
cordless phone,8959013,54,hand_tuned,True,False,0.077847175,83,ltr_hand_tuned,True,False,0.9009287
cordless phone,9857107,112,hand_tuned,True,False,0.06972321,186,ltr_hand_tuned,True,False,0.8687367
cordless phone,1210376,160,hand_tuned,True,False,0.067733556,283,ltr_hand_tuned,True,False,0.83995354
cordless phone,2090466,419,hand_tuned,True,False,0.057500605,456,ltr_hand_tuned,True,False,0.7661688
Amazon kindle,2506173,1,hand_tuned,True,False,2944.6604,8,ltr_hand_tuned,True,False,1.0258358
Amazon kindle,2506146,2,hand_tuned,True,False,1630.3174,6,ltr_hand_tuned,True,False,1.0258358
Amazon kindle,2506155,4,hand_tuned,True,False,1514.4155,7,ltr_hand_tuned,True,False,1.0258358
Amazon kindle,1268972,14,hand_tuned,True,False,0.168292,41,ltr_hand_tuned,True,False,0.8527816
Amazon kindle,1277791,22,hand_tuned,True,False,0.09038798,34,ltr_hand_tuned,True,False,0.88742304
Amazon kindle,1268963,27,hand_tuned,True,False,0.0894147,69,ltr_hand_tuned,True,False,0.7765682
dsc-h7,2553082,44,hand_tuned,True,False,2.8258837e-05,273,ltr_hand_tuned,True,False,0.7437102
dsc-h7,2553073,45,hand_tuned,True,False,2.55e-05,81,ltr_hand_tuned,True,False,0.76616657
dsc-h7,2553091,46,hand_tuned,True,False,2.36e-05,82,ltr_hand_tuned,True,False,0.76616657
dsc-h7,9294337,73,hand_tuned,True,False,6.615141e-06,492,ltr_hand_tuned,True,False,0.7053001
batman,7429384,4,hand_tuned,True,False,341.37515,31,ltr_hand_tuned,True,False,0.8986756
batman,8880044,9,hand_tuned,True,False,28.813566,25,ltr_hand_tuned,True,False,0.92311186
batman,7649547,18,hand_tuned,True,False,0.87516034,430,ltr_hand_tuned,True,False,0.7536354
batman,8290565,22,hand_tuned,True,False,0.36517382,437,ltr_hand_tuned,True,False,0.7536354
batman,7949508,23,hand_tuned,True,False,0.27265486,434,ltr_hand_tuned,True,False,0.7536354
batman,17584437,30,hand_tuned,True,False,0.06669394,39,ltr_hand_tuned,True,False,0.8843493
batman,1151391,50,hand_tuned,True,False,0.061049696,91,ltr_hand_tuned,True,False,0.8353138
batman,3568267,125,hand_tuned,True,False,0.05221639,223,ltr_hand_tuned,True,False,0.7756579
batman,9867808,131,hand_tuned,True,False,0.05221639,164,ltr_hand_tuned,True,False,0.7874693
batman,3521364,192,hand_tuned,True,False,0.04869364,225,ltr_hand_tuned,True,False,0.7701187
batman,1405663,306,hand_tuned,True,False,0.04290502,308,ltr_hand_tuned,True,False,0.7701187
batman,3098165,432,hand_tuned,True,False,0.03577319,486,ltr_hand_tuned,True,False,0.7238247
batman,18955231,443,hand_tuned,True,False,0.03466364,476,ltr_hand_tuned,True,False,0.73134077
batman,3116162,455,hand_tuned,True,False,0.03307453,497,ltr_hand_tuned,True,False,0.7005611
mint cleaner,3104228,34,hand_tuned,True,False,0.0054114005,36,ltr_hand_tuned,True,False,0.8725747
sd800is,7802844,7,hand_tuned,True,False,6.81e-05,31,ltr_hand_tuned,True,False,0.71666735
Printers,9942413,1,hand_tuned,True,False,700.786,491,ltr_hand_tuned,True,False,0.654137
Printers,2877498,14,hand_tuned,True,False,86.51685,53,ltr_hand_tuned,True,False,0.7866731
Printers,1982034,18,hand_tuned,True,False,75.76411,214,ltr_hand_tuned,True,False,0.7544607
Printers,8891853,27,hand_tuned,True,False,60.89285,451,ltr_hand_tuned,True,False,0.69014
Printers,9695505,79,hand_tuned,True,False,17.807032,441,ltr_hand_tuned,True,False,0.6963372
Printers,7249827,98,hand_tuned,True,False,10.86898,422,ltr_hand_tuned,True,False,0.7053001
Printers,7131123,130,hand_tuned,True,False,3.299486,488,ltr_hand_tuned,True,False,0.6628329
Printers,3207057,131,hand_tuned,True,False,3.1743414,453,ltr_hand_tuned,True,False,0.6900685
s-video cable,9699098,1,hand_tuned,True,False,2.1331465,55,ltr_hand_tuned,True,False,0.8941385
s-video cable,7006679,4,hand_tuned,True,False,0.17884259,33,ltr_hand_tuned,True,False,0.9057294
s-video cable,9759585,198,hand_tuned,True,False,0.006231501,383,ltr_hand_tuned,True,False,0.69833213
s-video cable,9955505,211,hand_tuned,True,False,0.0048682583,421,ltr_hand_tuned,True,False,0.69833213
s-video cable,9881207,345,hand_tuned,True,False,2.3392835e-05,420,ltr_hand_tuned,True,False,0.69833213
external hardrive,1305503,4,hand_tuned,True,False,0.08783117,39,ltr_hand_tuned,True,False,0.81685454
external hardrive,1305063,6,hand_tuned,True,False,0.082849324,65,ltr_hand_tuned,True,False,0.79692453
external hardrive,2266052,34,hand_tuned,True,False,0.0042235362,162,ltr_hand_tuned,True,False,0.73490095
