query,sku,rank_simple,type_simple,found_simple,new_simple,score_simple,rank_ltr,type_ltr,found_ltr,new_ltr,score_ltr
apple tv,9225411,66,simple,True,False,0.08409073,5,ltr_simple,True,False,1.029478
Bluetooth headphones,9246862,9,simple,True,False,643.4944,4,ltr_simple,True,False,1.1634983
Bluetooth headphones,2264036,11,simple,True,False,563.29095,2,ltr_simple,True,False,1.2739178
Bluetooth headphones,1326039,12,simple,True,False,517.985,1,ltr_simple,True,False,1.3672135
iPod speaker,2158179,135,simple,True,False,53.142105,79,ltr_simple,True,False,0.8375229
iPod speaker,1114764,136,simple,True,False,51.356915,13,ltr_simple,True,False,0.9501557
iPod speaker,1290097,137,simple,True,False,51.3114,62,ltr_simple,True,False,0.8490759
iPod speaker,2141072,176,simple,True,False,37.469963,28,ltr_simple,True,False,0.8930866
iPod speaker,2205034,188,simple,True,False,29.2534,74,ltr_simple,True,False,0.8435783
iPod speaker,9836627,210,simple,True,False,22.019522,27,ltr_simple,True,False,0.90735614
iPod speaker,2239323,251,simple,True,False,16.088068,6,ltr_simple,True,False,0.96965265
iPod speaker,2878027,277,simple,True,False,14.685344,136,ltr_simple,True,False,0.775144
iPod speaker,2205043,293,simple,True,False,14.130669,11,ltr_simple,True,False,0.9602823
iPod speaker,8421754,320,simple,True,False,11.807452,103,ltr_simple,True,False,0.80883807
iPod speaker,2205052,370,simple,True,False,8.297074,108,ltr_simple,True,False,0.79692453
iPod speaker,9878734,414,simple,True,False,0.07185784,111,ltr_simple,True,False,0.79692453
iphone 4s,3487648,20,simple,True,False,707.09424,1,ltr_simple,True,False,1.1987069
iphone 4s,3487675,21,simple,True,False,707.09424,5,ltr_simple,True,False,1.0186383
iphone 4s,3487693,22,simple,True,False,707.09424,6,ltr_simple,True,False,1.0186383
iphone 4s,3487784,23,simple,True,False,707.09424,2,ltr_simple,True,False,1.1170893
iphone 4s,3812927,24,simple,True,False,707.09424,10,ltr_simple,True,False,1.013862
iphone 4s,3562379,26,simple,True,False,707.089,3,ltr_simple,True,False,1.094748
iphone 4s,3562475,27,simple,True,False,707.089,9,ltr_simple,True,False,1.013862
iphone 4s,3562493,28,simple,True,False,707.089,7,ltr_simple,True,False,1.0186383
iphone 4s,3562527,29,simple,True,False,707.089,13,ltr_simple,True,False,0.9871361
iphone 4s,1990451,131,simple,True,False,87.968925,89,ltr_simple,True,False,0.86993843
iphone 4s,2705039,155,simple,True,False,82.94456,95,ltr_simple,True,False,0.8414646
iphone 4s,3725886,248,simple,True,False,78.46758,166,ltr_simple,True,False,0.783351
iphone 4s,3540395,345,simple,True,False,53.13223,104,ltr_simple,True,False,0.8348655
iphone 4s,1049078,444,simple,True,False,0.55491227,84,ltr_simple,True,False,0.8771709
iphone 4s,2817051,445,simple,True,False,0.5,113,ltr_simple,True,False,0.8345764
nintendo,1824267,19,simple,True,False,475.62354,8,ltr_simple,True,False,0.9998107
nintendo,1988047,20,simple,True,False,475.6115,12,ltr_simple,True,False,0.9916392
nintendo,1824258,21,simple,True,False,475.59952,16,ltr_simple,True,False,0.97425693
dsl modems,9387086,11,simple,True,False,158.35231,10,ltr_simple,True,False,0.96854734
dsl modems,9414671,14,simple,True,False,140.2171,2,ltr_simple,True,False,1.0663364
dsl modems,3219089,77,simple,True,False,9.359696,14,ltr_simple,True,False,0.9190011
dsl modems,3720169,84,simple,True,False,9.293074,36,ltr_simple,True,False,0.82784384
dsl modems,3409672,204,simple,True,False,0.07615768,20,ltr_simple,True,False,0.89910454
Fast 5,3142315,164,simple,True,False,0.408131,1,ltr_simple,True,False,1.1250637
Fast 5,3415337,168,simple,True,False,0.2913158,43,ltr_simple,True,False,0.804631
Fast 5,3142111,169,simple,True,False,0.1927788,48,ltr_simple,True,False,0.79344285
Fast 5,3142157,170,simple,True,False,0.17977881,4,ltr_simple,True,False,0.9812756
Fast 5,2512544,371,simple,True,False,0.075778805,215,ltr_simple,True,False,0.7228852
Electric shaver,1230176,18,simple,True,False,66.17748,7,ltr_simple,True,False,0.9661485
Electric shaver,3053075,43,simple,True,False,0.18061258,21,ltr_simple,True,False,0.8490759
Electric shaver,1991478,64,simple,True,False,0.102996506,37,ltr_simple,True,False,0.8099264
god of war,8708883,8,simple,True,False,745.0346,2,ltr_simple,True,False,1.1061724
god of war,9201106,11,simple,True,False,744.3097,1,ltr_simple,True,False,1.2636213
god of war,9574427,12,simple,True,False,744.2777,3,ltr_simple,True,False,1.1014464
lowepro,9773712,84,simple,True,False,509.53467,32,ltr_simple,True,False,0.953165
lowepro,9773749,85,simple,True,False,509.53467,11,ltr_simple,True,False,1.0185447
lowepro,7037253,108,simple,True,False,509.53467,33,ltr_simple,True,False,0.953165
lowepro,2155279,212,simple,True,False,448.95734,30,ltr_simple,True,False,0.962179
lowepro,1934184,218,simple,True,False,426.5045,34,ltr_simple,True,False,0.95164573
lowepro,1934402,225,simple,True,False,426.5045,39,ltr_simple,True,False,0.92000794
lowepro,9553887,275,simple,True,False,390.87753,45,ltr_simple,True,False,0.9052798
lowepro,2733175,285,simple,True,False,381.01447,223,ltr_simple,True,False,0.76532114
kvm,9694463,6,simple,True,False,660.4128,2,ltr_simple,True,False,1.0657042
kvm,6191569,14,simple,True,False,582.0017,6,ltr_simple,True,False,0.98783165
kvm,9837468,16,simple,True,False,552.7662,8,ltr_simple,True,False,0.916101
kvm,9593674,17,simple,True,False,552.7102,11,ltr_simple,True,False,0.9025547
kvm,5272126,20,simple,True,False,522.362,9,ltr_simple,True,False,0.91558284
kvm,9322752,78,simple,True,False,0.011,61,ltr_simple,True,False,0.7557279
iPhone 4s accessories,3540395,349,simple,True,True,16.989296,118,ltr_simple,True,True,0.8348655
Mac,9466151,51,simple,True,False,519.4864,4,ltr_simple,True,False,1.0368311
Mac,9135946,348,simple,True,False,422.629,1,ltr_simple,True,False,1.2003853
bon jovi,1363876,11,simple,True,False,1224.9131,1,ltr_simple,True,False,1.0662546
bon jovi,1363921,28,simple,True,False,1070.0537,4,ltr_simple,True,False,0.9238267
bon jovi,4090478,33,simple,True,False,1069.9642,13,ltr_simple,True,False,0.88742304
bon jovi,1672329,75,simple,True,False,0.274,3,ltr_simple,True,False,0.9647542
camcorders,2052228,407,simple,True,False,58.256355,70,ltr_simple,True,False,0.777913
camcorders,2946807,468,simple,True,False,58.218353,215,ltr_simple,True,False,0.76532114
philips,2149199,74,simple,True,False,499.54153,25,ltr_simple,True,False,1.016758
philips,9905608,78,simple,True,False,465.85587,67,ltr_simple,True,False,0.94096404
philips,2150113,99,simple,True,False,465.8459,68,ltr_simple,True,False,0.94096404
philips,2051238,160,simple,True,False,436.4747,18,ltr_simple,True,False,1.0539895
philips,2044413,193,simple,True,False,436.39886,143,ltr_simple,True,False,0.83994013
philips,2022228,208,simple,True,False,436.39886,169,ltr_simple,True,False,0.83057207
philips,9832597,228,simple,True,False,410.51868,57,ltr_simple,True,False,0.9742602
philips,1409022,317,simple,True,False,388.68347,162,ltr_simple,True,False,0.8397626
philips,1419223,318,simple,True,False,388.68347,163,ltr_simple,True,False,0.8397626
philips,9468952,356,simple,True,False,387.43124,22,ltr_simple,True,False,1.0291755
philips,1257949,369,simple,True,False,387.43124,146,ltr_simple,True,False,0.83994013
philips,9466053,374,simple,True,False,387.43124,196,ltr_simple,True,False,0.7967374
philips,2762149,419,simple,True,False,367.26398,240,ltr_simple,True,False,0.777913
philips,2596978,491,simple,True,False,351.79388,424,ltr_simple,True,False,0.76532114
philips,9336211,498,simple,True,False,348.34433,493,ltr_simple,True,False,0.7260541
cordless phone,2613454,88,simple,True,False,677.3356,81,ltr_simple,True,False,0.8978459
cordless phone,9567854,303,simple,True,False,581.1347,174,ltr_simple,True,False,0.8745422
cordless phone,9176811,309,simple,True,False,581.1347,45,ltr_simple,True,False,0.94421095
cordless phone,9441838,312,simple,True,False,575.02106,44,ltr_simple,True,False,0.9491057
cordless phone,2174037,367,simple,True,False,575.00604,78,ltr_simple,True,False,0.9005552
cordless phone,2173287,432,simple,True,False,547.2858,77,ltr_simple,True,False,0.9007883
cordless phone,2613472,436,simple,True,False,547.2238,378,ltr_simple,True,False,0.8200172
cordless phone,2613506,437,simple,True,False,547.2238,130,ltr_simple,True,False,0.8817793
cordless phone,9400551,459,simple,True,False,547.2238,133,ltr_simple,True,False,0.8817793
lg led,2128036,58,simple,True,False,53.612328,20,ltr_simple,True,False,0.9513545
lg led,2970291,83,simple,True,False,41.32398,45,ltr_simple,True,False,0.8980865
Amazon kindle,2506146,35,simple,True,False,835.8666,6,ltr_simple,True,False,1.0258358
Amazon kindle,2506155,61,simple,True,False,764.4408,7,ltr_simple,True,False,1.0258358
Amazon kindle,2144097,66,simple,True,False,751.36365,36,ltr_simple,True,False,0.88742304
Amazon kindle,2506094,73,simple,True,False,704.4579,23,ltr_simple,True,False,0.88742304
Amazon kindle,1277655,86,simple,True,False,543.4129,32,ltr_simple,True,False,0.88742304
Amazon kindle,2506119,88,simple,True,False,466.0833,24,ltr_simple,True,False,0.88742304
batman,2173083,45,simple,True,False,562.893,1,ltr_simple,True,False,1.0860789
batman,3568319,48,simple,True,False,562.886,8,ltr_simple,True,False,1.0200276
batman,1171088,53,simple,True,False,562.886,9,ltr_simple,True,False,1.0200276
batman,9867799,92,simple,True,False,522.1769,73,ltr_simple,True,False,0.84224623
batman,2173065,132,simple,True,False,522.1639,2,ltr_simple,True,False,1.074903
batman,2173056,140,simple,True,False,487.55374,12,ltr_simple,True,False,1.00222
batman,1006739,141,simple,True,False,487.23972,3,ltr_simple,True,False,1.0717047
batman,3521328,166,simple,True,False,486.9434,66,ltr_simple,True,False,0.84224623
batman,9233858,190,simple,True,False,468.5238,115,ltr_simple,True,False,0.8068341
batman,8880053,222,simple,True,False,456.1617,44,ltr_simple,True,False,0.8809011
batman,9240751,227,simple,True,False,456.1617,29,ltr_simple,True,False,0.9052798
batman,3046603,236,simple,True,False,456.1617,27,ltr_simple,True,False,0.9184257
batman,3046579,257,simple,True,False,429.1282,21,ltr_simple,True,False,0.95004785
batman,7429384,258,simple,True,False,429.08322,31,ltr_simple,True,False,0.8986756
batman,7575607,260,simple,True,False,429.0632,51,ltr_simple,True,False,0.8785404
batman,3561616,268,simple,True,False,429.0502,245,ltr_simple,True,False,0.7701187
batman,8005883,287,simple,True,False,429.04575,201,ltr_simple,True,False,0.78643394
batman,7683642,301,simple,True,False,429.04575,86,ltr_simple,True,False,0.8397626
batman,3217594,314,simple,True,False,407.62167,214,ltr_simple,True,False,0.7830957
batman,9085321,315,simple,True,False,407.59567,228,ltr_simple,True,False,0.7701187
batman,2180447,317,simple,True,False,407.58868,47,ltr_simple,True,False,0.8785404
batman,9503174,335,simple,True,False,405.0057,81,ltr_simple,True,False,0.8420974
batman,8880044,387,simple,True,False,383.49994,25,ltr_simple,True,False,0.92311186
batman,9123842,400,simple,True,False,383.46094,88,ltr_simple,True,False,0.8397626
batman,9927337,408,simple,True,False,369.06476,6,ltr_simple,True,False,1.0315766
batman,6947165,415,simple,True,False,364.12912,92,ltr_simple,True,False,0.83057207
batman,6662131,416,simple,True,False,364.1231,83,ltr_simple,True,False,0.8397626
batman,7457021,425,simple,True,False,364.11612,89,ltr_simple,True,False,0.8397626
batman,1008373,434,simple,True,False,346.92114,85,ltr_simple,True,False,0.8397626
batman,3116199,446,simple,True,False,346.6294,145,ltr_simple,True,False,0.7895523
Printers,1158084,234,simple,True,False,58.321716,4,ltr_simple,True,False,0.89030796
Printers,9269766,372,simple,True,False,53.949215,27,ltr_simple,True,False,0.79253954
s-video cable,9835124,11,simple,True,False,1788.4098,2,ltr_simple,True,False,1.0864865
s-video cable,6352298,132,simple,True,False,0.21065047,17,ltr_simple,True,False,0.950983
external hardrive,9929034,259,simple,True,False,0.058204383,89,ltr_simple,True,False,0.7780985
external hardrive,9945474,260,simple,True,False,0.057,51,ltr_simple,True,False,0.8129164
external hardrive,1251309,393,simple,True,False,0.05358044,11,ltr_simple,True,False,0.8674004
frigidaire,9282812,153,simple,True,False,377.93396,51,ltr_simple,True,False,0.83994013
frigidaire,9756985,297,simple,True,False,355.49976,3,ltr_simple,True,False,0.9742602
frigidaire,9723545,308,simple,True,False,355.42575,173,ltr_simple,True,False,0.7661542
laser printer,1773123,48,simple,True,False,726.3018,3,ltr_simple,True,False,1.1061724
laser printer,1148536,70,simple,True,False,685.5964,6,ltr_simple,True,False,1.0393927
laser printer,1773202,83,simple,True,False,685.52136,8,ltr_simple,True,False,1.0240561
laser printer,9811982,84,simple,True,False,656.4011,1,ltr_simple,True,False,1.181157
laser printer,9812008,94,simple,True,False,622.1294,78,ltr_simple,True,False,0.8978459
laser printer,1315033,123,simple,True,False,568.8621,7,ltr_simple,True,False,1.0240561
laser printer,8668783,175,simple,True,False,118.52542,38,ltr_simple,True,False,0.95891315
laser printer,1183687,183,simple,True,False,98.14045,167,ltr_simple,True,False,0.85962874
laser printer,9771217,223,simple,True,False,60.856018,168,ltr_simple,True,False,0.8592344
entourage,7046396,18,simple,True,False,546.7627,2,ltr_simple,True,False,1.0521708
entourage,2635013,35,simple,True,False,490.85367,5,ltr_simple,True,False,0.9490736
entourage,9930822,37,simple,True,False,488.78888,21,ltr_simple,True,False,0.84224623
entourage,8929305,38,simple,True,False,488.7449,22,ltr_simple,True,False,0.84224623
entourage,7805413,45,simple,True,False,464.02625,13,ltr_simple,True,False,0.8687367
entourage,2783041,49,simple,True,False,403.03635,26,ltr_simple,True,False,0.8351046
entourage,9322752,116,simple,True,False,0.022,86,ltr_simple,True,False,0.7557279
entourage,7662095,121,simple,True,False,0.011,61,ltr_simple,True,False,0.76616657
entourage,8234118,139,simple,True,False,0.011,37,ltr_simple,True,False,0.8099264
gps,3130339,111,simple,True,False,488.68887,105,ltr_simple,True,False,0.79653025
gps,1089764,139,simple,True,False,454.71262,2,ltr_simple,True,False,1.3095227
gps,9940655,140,simple,True,False,454.5386,8,ltr_simple,True,False,1.11072
gps,2204266,142,simple,True,False,454.5076,65,ltr_simple,True,False,0.83988243
gps,1620388,143,simple,True,False,454.5026,64,ltr_simple,True,False,0.840939
gps,9333027,144,simple,True,False,454.5006,98,ltr_simple,True,False,0.8007185
gps,3054047,194,simple,True,False,454.4906,3,ltr_simple,True,False,1.2991105
gps,3054065,195,simple,True,False,454.4906,55,ltr_simple,True,False,0.8667474
gps,3054038,196,simple,True,False,454.4906,5,ltr_simple,True,False,1.2502401
gps,3054074,197,simple,True,False,454.4906,88,ltr_simple,True,False,0.8087563
gps,3054083,198,simple,True,False,454.4906,30,ltr_simple,True,False,0.93471086
gps,3054092,199,simple,True,False,454.4906,31,ltr_simple,True,False,0.93471086
gps,9670825,223,simple,True,False,453.41354,22,ltr_simple,True,False,0.98810625
gps,9944457,227,simple,True,False,453.33755,131,ltr_simple,True,False,0.7770169
gps,2709123,265,simple,True,False,453.33456,208,ltr_simple,True,False,0.7650911
gps,2032119,281,simple,True,False,453.33456,157,ltr_simple,True,False,0.76735556
gps,9263209,317,simple,True,False,429.00473,99,ltr_simple,True,False,0.80064386
gps,9927197,318,simple,True,False,428.9547,6,ltr_simple,True,False,1.11072
gps,1334083,319,simple,True,False,428.9457,94,ltr_simple,True,False,0.8020457
gps,2192075,320,simple,True,False,428.93372,34,ltr_simple,True,False,0.9305355
gps,2375574,322,simple,True,False,428.92773,74,ltr_simple,True,False,0.83193946
gps,1297328,357,simple,True,False,422.84305,32,ltr_simple,True,False,0.9343932
gps,1654578,358,simple,True,False,422.84305,216,ltr_simple,True,False,0.7650911
gps,3245514,364,simple,True,False,422.84204,50,ltr_simple,True,False,0.87721956
gps,9502585,395,simple,True,False,422.84204,126,ltr_simple,True,False,0.7770169
house,1550282,318,simple,True,False,404.83096,1,ltr_simple,True,False,1.060747
house,1032158,319,simple,True,False,404.82196,217,ltr_simple,True,False,0.7701187
dvd rw,6412553,49,simple,True,False,484.38004,45,ltr_simple,True,False,0.8827887
dvd rw,9459622,197,simple,True,False,395.6876,141,ltr_simple,True,False,0.77730817
dvd rw,8696299,394,simple,True,False,253.22856,23,ltr_simple,True,False,0.9190301
dvd rw,3255318,413,simple,True,False,245.47859,123,ltr_simple,True,False,0.79344285
dvd rw,9642774,416,simple,True,False,239.65085,118,ltr_simple,True,False,0.80860054
dvd rw,9975469,438,simple,True,False,217.83307,252,ltr_simple,True,False,0.7321588
Hp laptop,3569008,200,simple,True,False,54.57869,194,ltr_simple,True,False,0.8469151
Hp laptop,3441359,213,simple,True,False,53.435562,86,ltr_simple,True,False,0.9216594
Hp laptop,8881695,222,simple,True,False,52.603516,217,ltr_simple,True,False,0.8233837
Hp laptop,3674224,240,simple,True,False,51.38977,164,ltr_simple,True,False,0.8627249
Hp laptop,3441137,269,simple,True,False,48.937107,33,ltr_simple,True,False,0.99728155
Hp laptop,3569044,271,simple,True,False,48.556404,143,ltr_simple,True,False,0.88325703
Hp laptop,3184708,277,simple,True,False,48.237892,34,ltr_simple,True,False,0.99728155
Hp laptop,3441304,298,simple,True,False,45.70411,132,ltr_simple,True,False,0.8853896
Hp laptop,3441428,304,simple,True,False,45.144634,131,ltr_simple,True,False,0.8853896
Hp laptop,3720363,317,simple,True,False,43.685886,197,ltr_simple,True,False,0.8469151
Hp laptop,3184308,322,simple,True,False,43.325977,56,ltr_simple,True,False,0.9602823
Hp laptop,3441067,352,simple,True,False,42.705196,15,ltr_simple,True,False,1.0606251
Hp laptop,2821567,353,simple,True,False,42.702198,311,ltr_simple,True,False,0.73134077
Hp laptop,2077071,389,simple,True,False,41.16558,227,ltr_simple,True,False,0.804631
Hp laptop,9556394,408,simple,True,False,40.16359,290,ltr_simple,True,False,0.7351945
Hp laptop,1535105,449,simple,True,False,39.545975,315,ltr_simple,True,False,0.73134077
Hp laptop,1805687,457,simple,True,False,39.322388,235,ltr_simple,True,False,0.804631
Hp laptop,2170253,458,simple,True,False,39.32139,301,ltr_simple,True,False,0.73416173
Hp laptop,3811072,488,simple,True,False,39.204094,199,ltr_simple,True,False,0.8469151
Hp laptop,2754104,495,simple,True,False,37.876526,118,ltr_simple,True,False,0.89022136
canon,9542364,164,simple,True,False,420.7104,147,ltr_simple,True,False,0.795316
canon,8976129,306,simple,True,False,376.96936,20,ltr_simple,True,False,0.8779265
canon,8758114,331,simple,True,False,366.5298,2,ltr_simple,True,False,0.99015
canon,9216145,386,simple,True,False,353.15067,142,ltr_simple,True,False,0.8020019
Fiber optic cable,9699131,61,simple,True,False,0.28711107,5,ltr_simple,True,False,0.9877108
wireless router,9769176,29,simple,True,False,742.72614,2,ltr_simple,True,False,1.3672135
wireless router,9769228,31,simple,True,False,742.7241,3,ltr_simple,True,False,1.3672135
wireless router,8998506,59,simple,True,False,661.89557,8,ltr_simple,True,False,1.2980698
wireless router,9826287,111,simple,True,False,547.2182,5,ltr_simple,True,False,1.3671821
wireless router,3194844,112,simple,True,False,546.68036,23,ltr_simple,True,False,1.0607706
wireless router,9414671,131,simple,True,False,532.6563,64,ltr_simple,True,False,0.94923407
wireless router,9770315,144,simple,True,False,502.97113,11,ltr_simple,True,False,1.1581852
wireless router,1457301,150,simple,True,False,502.93512,66,ltr_simple,True,False,0.9301897
wireless router,9770333,171,simple,True,False,465.68222,7,ltr_simple,True,False,1.3224099
wireless router,9770342,199,simple,True,False,433.56723,19,ltr_simple,True,False,1.0737871
wireless router,2089361,217,simple,True,False,407.78192,14,ltr_simple,True,False,1.1197296
wireless router,2089255,218,simple,True,False,407.75192,13,ltr_simple,True,False,1.1197296
wireless router,9612883,225,simple,True,False,405.60004,27,ltr_simple,True,False,1.0482498
wireless router,9737372,240,simple,True,False,381.0264,126,ltr_simple,True,False,0.8943241
