query,sku,rank_ht,type_ht,found_ht,new_ht,score_ht,rank_ltr,type_ltr,found_ltr,new_ltr,score_ltr
smallville,7911423,44,hand_tuned,True,False,0.047869366,16,ltr_hand_tuned,True,False,0.8687367
smallville,3224036,51,hand_tuned,True,False,0.04546057,19,ltr_hand_tuned,True,False,0.86153764
smallville,1217833,96,hand_tuned,True,False,7.0000004e-07,92,ltr_hand_tuned,True,False,0.6926199
zonealarm,3116296,21,hand_tuned,True,False,2.127236e-05,20,ltr_hand_tuned,True,False,0.8099264
wi,1222817,179,hand_tuned,True,False,0.059333242,17,ltr_hand_tuned,True,False,1.029478
wi,18807979,186,hand_tuned,True,False,0.054204315,37,ltr_hand_tuned,True,False,0.9547766
wi,1989073,198,hand_tuned,True,False,0.05305031,100,ltr_hand_tuned,True,False,0.8632233
wi,1438149,208,hand_tuned,True,False,0.049564894,75,ltr_hand_tuned,True,False,0.88934064
wi,1666051,234,hand_tuned,True,False,0.04643237,8,ltr_hand_tuned,True,False,1.0539895
wi,2003047,241,hand_tuned,True,False,0.043672707,25,ltr_hand_tuned,True,False,0.97636056
wi,7028539,256,hand_tuned,True,False,0.041523136,243,ltr_hand_tuned,True,False,0.7701187
wi,2004046,266,hand_tuned,True,False,0.04122227,21,ltr_hand_tuned,True,False,1.0129181
wi,1666042,298,hand_tuned,True,False,0.039230503,31,ltr_hand_tuned,True,False,0.9729362
wi,1151558,303,hand_tuned,True,False,0.03903351,86,ltr_hand_tuned,True,False,0.8829429
wi,1997349,451,hand_tuned,True,False,0.031022338,137,ltr_hand_tuned,True,False,0.83644426
dvd case,7642777,179,hand_tuned,True,False,0.0095292805,26,ltr_hand_tuned,True,False,0.8099264
dvd case,6794588,239,hand_tuned,True,False,0.0047989436,107,ltr_hand_tuned,True,False,0.76633877
dvd case,9789843,277,hand_tuned,True,False,0.0036741707,43,ltr_hand_tuned,True,False,0.79692453
dvd case,6621863,306,hand_tuned,True,False,0.0033340831,213,ltr_hand_tuned,True,False,0.74815965
dvd case,5662106,435,hand_tuned,True,False,0.0025659113,322,ltr_hand_tuned,True,False,0.73134077
dvd case,3147037,486,hand_tuned,True,False,0.0023347866,37,ltr_hand_tuned,True,False,0.804631
dragonball z,8953527,229,hand_tuned,True,False,0.05127539,7,ltr_hand_tuned,True,False,0.9111219
dragonball z,8458199,283,hand_tuned,True,False,0.05126819,6,ltr_hand_tuned,True,False,0.9111219
lcd tv,1831054,261,hand_tuned,True,False,0.048314247,132,ltr_hand_tuned,True,False,0.8771709
lcd tv,2620821,388,hand_tuned,True,False,0.027324159,136,ltr_hand_tuned,True,False,0.8674004
ac,5335657,329,hand_tuned,True,False,0.041834615,22,ltr_hand_tuned,True,False,0.88853675
ac,7045805,390,hand_tuned,True,False,0.03419093,112,ltr_hand_tuned,True,False,0.8098346
ac,7918177,403,hand_tuned,True,False,0.032297812,9,ltr_hand_tuned,True,False,0.9952217
Alienware,2817352,51,hand_tuned,True,False,0.038698096,3,ltr_hand_tuned,True,False,1.060747
Alienware,2817246,52,hand_tuned,True,False,0.038696695,6,ltr_hand_tuned,True,False,1.0337518
Alienware,2817361,54,hand_tuned,True,False,0.037438203,4,ltr_hand_tuned,True,False,1.060747
Alienware,1535918,63,hand_tuned,True,False,1.7000001e-06,48,ltr_hand_tuned,True,False,0.80819863
Alienware,2712579,65,hand_tuned,True,False,9e-07,33,ltr_hand_tuned,True,False,0.8345764
Alienware,2817237,67,hand_tuned,True,False,6e-07,45,ltr_hand_tuned,True,False,0.80819863
Alienware,9755322,71,hand_tuned,True,False,3e-07,7,ltr_hand_tuned,True,False,1.029478
Alienware,1805687,95,hand_tuned,True,False,3e-07,74,ltr_hand_tuned,True,False,0.76616657
spider-man 3,8512175,21,hand_tuned,True,False,0.12109872,17,ltr_hand_tuned,True,False,0.96854734
spider-man 3,8501828,27,hand_tuned,True,False,0.10812688,24,ltr_hand_tuned,True,False,0.9491057
spider-man 3,3071287,152,hand_tuned,True,False,0.007019663,29,ltr_hand_tuned,True,False,0.9108915
#,2300417,13,hand_tuned,True,False,5.2e-06,10,ltr_hand_tuned,True,False,0.8345764
#,2244466,16,hand_tuned,True,False,3.4000002e-06,14,ltr_hand_tuned,True,False,0.8123164
#,9940655,34,hand_tuned,True,False,1.7000001e-06,11,ltr_hand_tuned,True,False,0.8345764
#,8234118,38,hand_tuned,True,False,1.7000001e-06,17,ltr_hand_tuned,True,False,0.8099264
wireless speaker,1211757,54,hand_tuned,True,False,0.074425295,14,ltr_hand_tuned,True,False,0.9907007
wireless speaker,3219052,72,hand_tuned,True,False,0.06556862,4,ltr_hand_tuned,True,False,1.1037263
wireless speaker,1407325,243,hand_tuned,True,False,0.0066094357,38,ltr_hand_tuned,True,False,0.90974045
wireless speaker,2073109,259,hand_tuned,True,False,0.003998633,28,ltr_hand_tuned,True,False,0.95598924
wireless speaker,2138316,277,hand_tuned,True,False,0.0032406463,34,ltr_hand_tuned,True,False,0.9220868
wireless speaker,3031693,392,hand_tuned,True,False,0.0012261497,59,ltr_hand_tuned,True,False,0.8771709
Sony cyber-shot dsc-tx10,2255038,185,hand_tuned,True,True,0.0024120102,100,ltr_hand_tuned,True,True,0.88907236
xbox live,1775042,75,hand_tuned,True,False,0.05384189,6,ltr_hand_tuned,True,False,1.0694125
xbox live,3118203,90,hand_tuned,True,False,0.04812551,85,ltr_hand_tuned,True,False,0.86149484
xbox live,1401794,106,hand_tuned,True,False,0.039676227,80,ltr_hand_tuned,True,False,0.86922365
xbox live,8508572,213,hand_tuned,True,False,0.0048549743,34,ltr_hand_tuned,True,False,0.94942224
ipod,9225377,3,hand_tuned,True,False,614.75726,1,ltr_hand_tuned,True,False,1.4305251
ipod,9225411,8,hand_tuned,True,False,440.72937,4,ltr_hand_tuned,True,False,1.1796427
ipod,1161725,18,hand_tuned,True,False,324.48642,15,ltr_hand_tuned,True,False,0.93454117
ipod,8231273,130,hand_tuned,True,False,13.102238,125,ltr_hand_tuned,True,False,0.7874714
ipod,2989098,137,hand_tuned,True,False,11.143029,18,ltr_hand_tuned,True,False,0.9265176
ipod,3029051,169,hand_tuned,True,False,5.689172,109,ltr_hand_tuned,True,False,0.79382807
ipod,3521682,216,hand_tuned,True,False,3.3051155,36,ltr_hand_tuned,True,False,0.8632233
ipod,7220777,221,hand_tuned,True,False,2.8584201,167,ltr_hand_tuned,True,False,0.76633877
ipod,3487648,228,hand_tuned,True,False,2.5830781,38,ltr_hand_tuned,True,False,0.8632233
ipod,3029079,240,hand_tuned,True,False,2.0007715,106,ltr_hand_tuned,True,False,0.79692453
ipod,1116326,263,hand_tuned,True,False,0.907947,35,ltr_hand_tuned,True,False,0.8652393
ipod,9225439,267,hand_tuned,True,False,0.81119764,58,ltr_hand_tuned,True,False,0.8374036
ipod,1945531,323,hand_tuned,True,False,0.0890248,2,ltr_hand_tuned,True,False,1.2841371
ipod,2339322,326,hand_tuned,True,False,0.08268858,11,ltr_hand_tuned,True,False,0.99836147
ipod,9924603,329,hand_tuned,True,False,0.078994036,49,ltr_hand_tuned,True,False,0.8449604
camera cases,9808518,316,hand_tuned,True,False,0.0079628015,9,ltr_hand_tuned,True,False,1.0521708
camera cases,9899679,323,hand_tuned,True,False,0.007952002,1,ltr_hand_tuned,True,False,1.1387835
sling box,9004258,19,hand_tuned,True,False,0.0005853473,3,ltr_hand_tuned,True,False,0.9966414
sling box,8548832,21,hand_tuned,True,False,6.351457e-05,2,ltr_hand_tuned,True,False,0.9966414
sling box,2070351,152,hand_tuned,True,False,7.1001637e-06,20,ltr_hand_tuned,True,False,0.8296756
casio,8885655,73,hand_tuned,True,False,0.050863437,10,ltr_hand_tuned,True,False,1.0038078
casio,2330233,102,hand_tuned,True,False,0.04764688,2,ltr_hand_tuned,True,False,1.0890021
casio,9820835,104,hand_tuned,True,False,0.04764458,36,ltr_hand_tuned,True,False,0.9076542
casio,2449196,116,hand_tuned,True,False,0.047644317,94,ltr_hand_tuned,True,False,0.84224623
casio,3106623,156,hand_tuned,True,False,0.044812452,136,ltr_hand_tuned,True,False,0.81356114
casio,2449114,185,hand_tuned,True,False,0.044812117,54,ltr_hand_tuned,True,False,0.8809011
casio,3106086,191,hand_tuned,True,False,0.04481165,127,ltr_hand_tuned,True,False,0.81356114
casio,3106705,192,hand_tuned,True,False,0.04481165,128,ltr_hand_tuned,True,False,0.81356114
casio,3106517,196,hand_tuned,True,False,0.04481165,133,ltr_hand_tuned,True,False,0.81356114
casio,3106129,200,hand_tuned,True,False,0.04481165,107,ltr_hand_tuned,True,False,0.8351046
casio,3106192,202,hand_tuned,True,False,0.04481165,139,ltr_hand_tuned,True,False,0.81356114
casio,3106217,203,hand_tuned,True,False,0.04481165,108,ltr_hand_tuned,True,False,0.8351046
casio,3106235,204,hand_tuned,True,False,0.04481165,140,ltr_hand_tuned,True,False,0.81356114
casio,2715503,205,hand_tuned,True,False,0.042570572,173,ltr_hand_tuned,True,False,0.7701187
casio,9344916,211,hand_tuned,True,False,0.042297754,113,ltr_hand_tuned,True,False,0.82677805
casio,3106156,222,hand_tuned,True,False,0.04229734,163,ltr_hand_tuned,True,False,0.7887212
casio,2134037,235,hand_tuned,True,False,0.04023279,68,ltr_hand_tuned,True,False,0.86153764
Sony vaio 13,3519978,127,hand_tuned,True,False,0.005538832,28,ltr_hand_tuned,True,False,0.9333189
apple tv,9225377,7,hand_tuned,True,False,0.23857051,2,ltr_hand_tuned,True,False,1.2432644
apple tv,1074778,44,hand_tuned,True,False,0.08368832,27,ltr_hand_tuned,True,False,0.8978459
apple tv,1331156,67,hand_tuned,True,False,0.067059204,4,ltr_hand_tuned,True,False,1.2369472
apple tv,2825041,73,hand_tuned,True,False,0.064821474,26,ltr_hand_tuned,True,False,0.8983565
apple tv,8791319,261,hand_tuned,True,False,0.0039967084,42,ltr_hand_tuned,True,False,0.8674004
apple tv,1257136,491,hand_tuned,True,False,8.845833e-06,23,ltr_hand_tuned,True,False,0.93760115
Bluetooth headphones,1326039,2,hand_tuned,True,False,414.88388,1,ltr_hand_tuned,True,False,1.3672135
Bluetooth headphones,1247988,193,hand_tuned,True,False,1.087152e-05,136,ltr_hand_tuned,True,False,0.83825165
iPod speaker,2989098,29,hand_tuned,True,False,0.08251186,26,ltr_hand_tuned,True,False,0.9265176
iPod speaker,2141072,123,hand_tuned,True,False,0.01598281,40,ltr_hand_tuned,True,False,0.8930866
iPod speaker,9251454,194,hand_tuned,True,False,0.006355992,56,ltr_hand_tuned,True,False,0.8870492
iPod speaker,2158179,295,hand_tuned,True,False,0.0053142104,106,ltr_hand_tuned,True,False,0.8375229
iPod speaker,1290097,299,hand_tuned,True,False,0.0051311404,86,ltr_hand_tuned,True,False,0.8490759
iPod speaker,9836627,386,hand_tuned,True,False,0.0022019523,36,ltr_hand_tuned,True,False,0.90735614
iPod speaker,2878027,456,hand_tuned,True,False,0.0014685343,197,ltr_hand_tuned,True,False,0.775144
iPod speaker,2205043,472,hand_tuned,True,False,0.0014130669,18,ltr_hand_tuned,True,False,0.9602823
iphone 4s,3566902,75,hand_tuned,True,False,0.074532785,51,ltr_hand_tuned,True,False,0.9314571
iphone 4s,3566948,76,hand_tuned,True,False,0.074532785,15,ltr_hand_tuned,True,False,0.9718886
iphone 4s,3487675,82,hand_tuned,True,False,0.07081179,6,ltr_hand_tuned,True,False,1.0186383
iphone 4s,3487693,83,hand_tuned,True,False,0.07070954,7,ltr_hand_tuned,True,False,1.0186383
iphone 4s,3812927,84,hand_tuned,True,False,0.07070942,11,ltr_hand_tuned,True,False,1.013862
iphone 4s,3812945,85,hand_tuned,True,False,0.07070942,47,ltr_hand_tuned,True,False,0.9333189
iphone 4s,3562493,86,hand_tuned,True,False,0.07070895,8,ltr_hand_tuned,True,False,1.0186383
iphone 4s,3562475,87,hand_tuned,True,False,0.0707089,10,ltr_hand_tuned,True,False,1.013862
iphone 4s,3813256,88,hand_tuned,True,False,0.0707089,79,ltr_hand_tuned,True,False,0.88907236
iphone 4s,3812972,89,hand_tuned,True,False,0.0707089,48,ltr_hand_tuned,True,False,0.9333189
iphone 4s,2705039,234,hand_tuned,True,False,0.008294456,94,ltr_hand_tuned,True,False,0.8414646
iphone 4s,3725886,298,hand_tuned,True,False,0.007846759,174,ltr_hand_tuned,True,False,0.783351
iphone 4s,3540395,391,hand_tuned,True,False,0.0053132228,104,ltr_hand_tuned,True,False,0.8348655
iphone 4s,1049078,496,hand_tuned,True,False,5.5491226e-05,82,ltr_hand_tuned,True,False,0.8771709
iphone 4s,2817051,498,hand_tuned,True,False,5e-05,112,ltr_hand_tuned,True,False,0.8345764
nintendo,1824267,20,hand_tuned,True,False,281.06848,13,ltr_hand_tuned,True,False,0.9998107
nintendo,1824258,33,hand_tuned,True,False,144.49544,21,ltr_hand_tuned,True,False,0.97425693
nintendo,1988047,51,hand_tuned,True,False,42.58093,17,ltr_hand_tuned,True,False,0.9916392
dsl modems,9387086,56,hand_tuned,True,False,0.015835231,17,ltr_hand_tuned,True,False,0.96854734
dsl modems,9414671,60,hand_tuned,True,False,0.0140217105,3,ltr_hand_tuned,True,False,1.0663364
dsl modems,3409672,170,hand_tuned,True,False,0.000429175,28,ltr_hand_tuned,True,False,0.89910454
Fast 5,3142315,196,hand_tuned,True,False,4.084018e-05,1,ltr_hand_tuned,True,False,1.1250637
Fast 5,3415337,202,hand_tuned,True,False,2.913158e-05,52,ltr_hand_tuned,True,False,0.804631
Fast 5,3142157,204,hand_tuned,True,False,2.211736e-05,5,ltr_hand_tuned,True,False,0.9812756
Fast 5,3142111,206,hand_tuned,True,False,1.9277879e-05,58,ltr_hand_tuned,True,False,0.79344285
Fast 5,2512544,412,hand_tuned,True,False,7.5778803e-06,236,ltr_hand_tuned,True,False,0.7228852
Electric shaver,1230176,20,hand_tuned,True,False,0.006617748,7,ltr_hand_tuned,True,False,0.9661485
Electric shaver,3053075,49,hand_tuned,True,False,1.8061259e-05,21,ltr_hand_tuned,True,False,0.8490759
Electric shaver,1991478,70,hand_tuned,True,False,1.0299651e-05,39,ltr_hand_tuned,True,False,0.8099264
god of war,8708883,7,hand_tuned,True,False,0.122557536,2,ltr_hand_tuned,True,False,1.1061724
god of war,9201106,9,hand_tuned,True,False,0.08724348,1,ltr_hand_tuned,True,False,1.2636213
god of war,3294752,13,hand_tuned,True,False,0.07886323,9,ltr_hand_tuned,True,False,0.98098385
god of war,9574427,19,hand_tuned,True,False,0.07442777,3,ltr_hand_tuned,True,False,1.1014464
lowepro,2155279,185,hand_tuned,True,False,0.045564964,30,ltr_hand_tuned,True,False,0.962179
lowepro,9553887,275,hand_tuned,True,False,0.039087754,45,ltr_hand_tuned,True,False,0.9052798
lowepro,2733175,285,hand_tuned,True,False,0.038101446,223,ltr_hand_tuned,True,False,0.76532114
Playstation,3061302,2,hand_tuned,True,False,717.2208,1,ltr_hand_tuned,True,False,1.217599
Playstation,2173056,92,hand_tuned,True,False,1.1505096,5,ltr_hand_tuned,True,False,1.0796913
Playstation,2978363,121,hand_tuned,True,False,0.13941202,93,ltr_hand_tuned,True,False,0.83994013
kvm,9694463,7,hand_tuned,True,False,0.06604135,2,ltr_hand_tuned,True,False,1.0657042
kvm,9246997,8,hand_tuned,True,False,0.06603798,7,ltr_hand_tuned,True,False,0.9293684
kvm,9837468,16,hand_tuned,True,False,0.055276617,8,ltr_hand_tuned,True,False,0.916101
kvm,9593674,17,hand_tuned,True,False,0.055271022,11,ltr_hand_tuned,True,False,0.9025547
kvm,5272126,20,hand_tuned,True,False,0.0522362,9,ltr_hand_tuned,True,False,0.91558284
kvm,9322752,81,hand_tuned,True,False,1.1e-06,61,ltr_hand_tuned,True,False,0.7557279
iPhone 4s accessories,3540395,399,hand_tuned,True,True,0.0016989296,125,ltr_hand_tuned,True,True,0.8348655
iPhone 4s accessories,3540428,400,hand_tuned,True,True,0.0016989296,360,ltr_hand_tuned,True,True,0.69833213
iPhone 4s accessories,3540359,403,hand_tuned,True,True,0.001624412,359,ltr_hand_tuned,True,True,0.69833213
iPhone 4s accessories,3540446,404,hand_tuned,True,True,0.001624412,361,ltr_hand_tuned,True,True,0.69833213
iPhone 4s accessories,2808035,419,hand_tuned,True,True,5.131647e-05,231,ltr_hand_tuned,True,True,0.7441004
Mac,1303083,3,hand_tuned,True,False,753.62775,2,ltr_hand_tuned,True,False,1.1073661
Mac,2658077,9,hand_tuned,True,False,445.60226,6,ltr_hand_tuned,True,False,1.029478
Mac,9135946,18,hand_tuned,True,False,162.60258,1,ltr_hand_tuned,True,False,1.2003853
Mac,9634885,94,hand_tuned,True,False,6.1824,46,ltr_hand_tuned,True,False,0.88853675
Mac,2965074,189,hand_tuned,True,False,1.0033909,99,ltr_hand_tuned,True,False,0.83767015
Mac,9466151,324,hand_tuned,True,False,0.05194864,4,ltr_hand_tuned,True,False,1.0368311
Mac,9396156,411,hand_tuned,True,False,0.046598364,327,ltr_hand_tuned,True,False,0.76633877
bon jovi,1363876,11,hand_tuned,True,False,0.12249131,1,ltr_hand_tuned,True,False,1.0662546
bon jovi,1363921,28,hand_tuned,True,False,0.10700537,4,ltr_hand_tuned,True,False,0.9238267
bon jovi,4090478,33,hand_tuned,True,False,0.106996424,13,ltr_hand_tuned,True,False,0.88742304
bon jovi,1672329,101,hand_tuned,True,False,2.74e-05,3,ltr_hand_tuned,True,False,0.9647542
camcorders,8565368,99,hand_tuned,True,False,4.635791,17,ltr_hand_tuned,True,False,0.8632233
camcorders,8310847,117,hand_tuned,True,False,4.0764604,29,ltr_hand_tuned,True,False,0.83767015
camcorders,8695263,266,hand_tuned,True,False,0.5112968,144,ltr_hand_tuned,True,False,0.76633877
camcorders,8554833,274,hand_tuned,True,False,0.39335263,25,ltr_hand_tuned,True,False,0.83767015
camcorders,9771941,286,hand_tuned,True,False,0.26696068,47,ltr_hand_tuned,True,False,0.8099264
philips,1257912,38,hand_tuned,True,False,0.053850945,15,ltr_hand_tuned,True,False,1.0571094
philips,2149199,94,hand_tuned,True,False,0.049954154,25,ltr_hand_tuned,True,False,1.016758
philips,9905608,100,hand_tuned,True,False,0.046585586,68,ltr_hand_tuned,True,False,0.94096404
philips,2150113,119,hand_tuned,True,False,0.046584588,69,ltr_hand_tuned,True,False,0.94096404
philips,2051238,179,hand_tuned,True,False,0.04364747,18,ltr_hand_tuned,True,False,1.0539895
philips,2044413,204,hand_tuned,True,False,0.04363992,145,ltr_hand_tuned,True,False,0.83994013
philips,2762307,261,hand_tuned,True,False,0.041046187,246,ltr_hand_tuned,True,False,0.777913
philips,1409022,329,hand_tuned,True,False,0.038868345,164,ltr_hand_tuned,True,False,0.8397626
philips,1419223,330,hand_tuned,True,False,0.038868345,165,ltr_hand_tuned,True,False,0.8397626
philips,1257949,381,hand_tuned,True,False,0.038743123,148,ltr_hand_tuned,True,False,0.83994013
philips,2762149,429,hand_tuned,True,False,0.036726397,244,ltr_hand_tuned,True,False,0.777913
philips,2596978,500,hand_tuned,True,False,0.035179388,421,ltr_hand_tuned,True,False,0.76532114
cordless phone,2282269,19,hand_tuned,True,False,65.89903,14,ltr_hand_tuned,True,False,1.0284189
cordless phone,2613454,146,hand_tuned,True,False,0.067733556,88,ltr_hand_tuned,True,False,0.8978459
cordless phone,9567854,366,hand_tuned,True,False,0.05811347,172,ltr_hand_tuned,True,False,0.8745422
cordless phone,9176811,372,hand_tuned,True,False,0.05811347,49,ltr_hand_tuned,True,False,0.94421095
cordless phone,9441838,375,hand_tuned,True,False,0.057502106,48,ltr_hand_tuned,True,False,0.9491057
cordless phone,2613472,498,hand_tuned,True,False,0.05472238,382,ltr_hand_tuned,True,False,0.8200172
cordless phone,2613506,499,hand_tuned,True,False,0.05472238,136,ltr_hand_tuned,True,False,0.8817793
Hp 940,9598027,73,hand_tuned,True,True,0.011607963,20,ltr_hand_tuned,True,True,0.88742304
lg led,2127489,73,hand_tuned,True,False,0.006362982,18,ltr_hand_tuned,True,False,0.96084064
lg led,2436379,89,hand_tuned,True,False,0.006351882,61,ltr_hand_tuned,True,False,0.88907236
lg led,2128036,117,hand_tuned,True,False,0.005361233,20,ltr_hand_tuned,True,False,0.9513545
lg led,2970291,144,hand_tuned,True,False,0.004132398,46,ltr_hand_tuned,True,False,0.8980865
Amazon kindle,2144097,72,hand_tuned,True,False,0.07513636,37,ltr_hand_tuned,True,False,0.88742304
Amazon kindle,2506094,80,hand_tuned,True,False,0.07044579,24,ltr_hand_tuned,True,False,0.88742304
Amazon kindle,1277655,91,hand_tuned,True,False,0.05434129,33,ltr_hand_tuned,True,False,0.88742304
Amazon kindle,2506119,93,hand_tuned,True,False,0.046608333,25,ltr_hand_tuned,True,False,0.88742304
batman,1006739,13,hand_tuned,True,False,1.747527,3,ltr_hand_tuned,True,False,1.0717047
batman,2173056,14,hand_tuned,True,False,1.5700272,12,ltr_hand_tuned,True,False,1.00222
batman,3568319,15,hand_tuned,True,False,1.3252327,8,ltr_hand_tuned,True,False,1.0200276
batman,9927337,16,hand_tuned,True,False,1.1265138,6,ltr_hand_tuned,True,False,1.0315766
batman,1171088,24,hand_tuned,True,False,0.21270153,9,ltr_hand_tuned,True,False,1.0200276
batman,8855474,51,hand_tuned,True,False,0.061049696,42,ltr_hand_tuned,True,False,0.8843493
batman,2173083,72,hand_tuned,True,False,0.0562893,1,ltr_hand_tuned,True,False,1.0860789
batman,9867799,117,hand_tuned,True,False,0.05221769,74,ltr_hand_tuned,True,False,0.84224623
batman,2173065,156,hand_tuned,True,False,0.05221639,2,ltr_hand_tuned,True,False,1.074903
batman,3521328,189,hand_tuned,True,False,0.04869434,67,ltr_hand_tuned,True,False,0.84224623
batman,9233858,213,hand_tuned,True,False,0.04685238,116,ltr_hand_tuned,True,False,0.8068341
batman,8880053,245,hand_tuned,True,False,0.045616172,45,ltr_hand_tuned,True,False,0.8809011
batman,9240751,250,hand_tuned,True,False,0.045616172,29,ltr_hand_tuned,True,False,0.9052798
batman,3046603,259,hand_tuned,True,False,0.045616172,27,ltr_hand_tuned,True,False,0.9184257
batman,3046579,281,hand_tuned,True,False,0.042912822,21,ltr_hand_tuned,True,False,0.95004785
batman,7575607,283,hand_tuned,True,False,0.04290632,52,ltr_hand_tuned,True,False,0.8785404
batman,9460353,285,hand_tuned,True,False,0.04290572,276,ltr_hand_tuned,True,False,0.7701187
batman,3561616,292,hand_tuned,True,False,0.04290502,246,ltr_hand_tuned,True,False,0.7701187
batman,8005883,309,hand_tuned,True,False,0.042904574,202,ltr_hand_tuned,True,False,0.78643394
batman,7683642,320,hand_tuned,True,False,0.042904574,87,ltr_hand_tuned,True,False,0.8397626
batman,3217594,333,hand_tuned,True,False,0.040762167,215,ltr_hand_tuned,True,False,0.7830957
batman,9085321,334,hand_tuned,True,False,0.040759567,229,ltr_hand_tuned,True,False,0.7701187
batman,2180447,336,hand_tuned,True,False,0.040758867,48,ltr_hand_tuned,True,False,0.8785404
batman,9503174,354,hand_tuned,True,False,0.04050057,82,ltr_hand_tuned,True,False,0.8420974
batman,9123842,409,hand_tuned,True,False,0.038346093,89,ltr_hand_tuned,True,False,0.8397626
batman,6947165,423,hand_tuned,True,False,0.036412913,93,ltr_hand_tuned,True,False,0.83057207
batman,6662131,424,hand_tuned,True,False,0.03641231,84,ltr_hand_tuned,True,False,0.8397626
batman,7457021,431,hand_tuned,True,False,0.036411613,90,ltr_hand_tuned,True,False,0.8397626
batman,1008373,441,hand_tuned,True,False,0.034692116,86,ltr_hand_tuned,True,False,0.8397626
batman,3116199,450,hand_tuned,True,False,0.03466294,146,ltr_hand_tuned,True,False,0.7895523
mint cleaner,3104237,31,hand_tuned,True,False,0.00928133,7,ltr_hand_tuned,True,False,0.96859956
Printers,2573177,21,hand_tuned,True,False,69.98111,5,ltr_hand_tuned,True,False,0.868147
Printers,3031693,151,hand_tuned,True,False,1.2384821,7,ltr_hand_tuned,True,False,0.849851
Printers,9811982,197,hand_tuned,True,False,0.1687927,169,ltr_hand_tuned,True,False,0.75880533
Printers,1158084,473,hand_tuned,True,False,0.0058321715,3,ltr_hand_tuned,True,False,0.89030796
s-video cable,9835124,12,hand_tuned,True,False,0.17884098,1,ltr_hand_tuned,True,False,1.0864865
s-video cable,6352298,277,hand_tuned,True,False,0.0005960565,20,ltr_hand_tuned,True,False,0.950983
s-video cable,8124353,428,hand_tuned,True,False,1.1529386e-05,401,ltr_hand_tuned,True,False,0.69833213
external hardrive,1251309,23,hand_tuned,True,False,0.02375164,11,ltr_hand_tuned,True,False,0.8674004
external hardrive,1251981,59,hand_tuned,True,False,2.1078158e-05,29,ltr_hand_tuned,True,False,0.8345764
external hardrive,9459622,61,hand_tuned,True,False,1.5020439e-05,52,ltr_hand_tuned,True,False,0.80819863
external hardrive,9929034,315,hand_tuned,True,False,5.820438e-06,90,ltr_hand_tuned,True,False,0.7780985
external hardrive,9945474,316,hand_tuned,True,False,5.7e-06,49,ltr_hand_tuned,True,False,0.8129164
frigidaire,9756985,12,hand_tuned,True,False,2.7932527,3,ltr_hand_tuned,True,False,0.9742602
frigidaire,8726284,305,hand_tuned,True,False,0.0367132,77,ltr_hand_tuned,True,False,0.82504886
laser printer,9811982,7,hand_tuned,True,False,2.359034,1,ltr_hand_tuned,True,False,1.181157
laser printer,1773123,18,hand_tuned,True,False,0.0977235,3,ltr_hand_tuned,True,False,1.1061724
laser printer,1773202,97,hand_tuned,True,False,0.06972436,10,ltr_hand_tuned,True,False,1.0240561
laser printer,9812008,128,hand_tuned,True,False,0.06221294,78,ltr_hand_tuned,True,False,0.8978459
laser printer,1315033,159,hand_tuned,True,False,0.05688621,9,ltr_hand_tuned,True,False,1.0240561
