,query,sku,clicks,rank,num_impressions,doc_id,product_name,query_id,name_match,grade
3197,Projector,2776621,12,12.0,1028,2776621,fake,1188,7.9924135,0.0
3758,Sony dash,9837113,18,1.0,20,9837113,fake,1384,14.128859,0.0
1095,Dell laptops,2628138,11,5.0,202,2628138,fake,410,8.496921,0.0
4686,Xbox 360,3107795,52,5.0,1002,3107795,fake,1704,0.0,0.0
455,Beats,1232447,90,11.0,2781,1232447,fake,198,0.0,0.0
730,Bose sound dock,9498386,14,2.0,53,9498386,fake,271,5.3008614,0.0
546,Beats studio,9632217,32,1.0,85,9632217,fake,210,12.319086,0.0
5541,dazzle,15229138,13,3.0,179,15229138,fake,2004,0.0,0.0
5869,external hard drive,9420254,16,8.0,525,9420254,fake,2143,11.492472,0.0
459,Beats,2074648,154,6.0,2781,2074648,fake,198,4.3238316,0.0
7593,one tree hill,9426338,14,2.0,101,9426338,fake,2733,13.7336645,0.0
1813,Hp dv6t,2738329,16,1.0,25,2738329,fake,690,3.261057,0.0
4615,Wireless printers,8781428,11,1.0,44,8781428,fake,1687,9.983852,0.0
1962,Imac,2658086,17,4.0,268,2658086,fake,745,7.2240524,0.0
2660,Microsoft word,1054089,25,1.0,62,1054089,fake,966,15.571453,0.0
8778,turtle beach,9408679,33,4.0,490,9408679,fake,3166,12.399889,0.0
5566,dell,2817237,10,9.0,456,2817237,fake,2011,4.993185,0.0
978,Computer speakers,1215025,13,8.0,430,1215025,fake,373,4.554044,0.0
661,Boombox,2236043,10,4.0,118,2236043,fake,253,8.285892,0.0
845,Canon rebel t3i,1980124,15,1.0,32,1980124,fake,315,14.831736,0.0
9134,wireless speakers,2989098,14,2.0,180,2989098,fake,3283,10.155226,0.0
1049,Deadmau5,1539769,11,1.0,36,1539769,fake,402,0.0,0.0
3893,Speck,9895982,12,1.0,84,9895982,fake,1423,0.0,0.0
3602,Sharp,2047632,13,5.0,256,2047632,fake,1327,5.829443,0.0
5611,dexter season 5,2945034,30,1.0,41,2945034,fake,2029,10.72183,0.0
7843,projector,2125876,48,3.0,742,2125876,fake,2829,0.0,0.0
8971,waterproof camera,2420165,19,1.0,134,2420165,fake,3236,4.048067,0.0
3937,Starwars,2550137,33,2.0,246,2550137,fake,1446,0.0,0.0
6765,ipad 2,1945674,39,5.0,1020,1945674,fake,2427,0.0,0.0
4971,arkham city,3046579,21,2.0,57,3046579,fake,1802,14.574888,0.0
4164,Toshiba laptop,2809477,24,2.0,348,2809477,fake,1533,0.0,0.0
6116,grand theft auto,1511593,12,3.0,100,1511593,fake,2239,19.003223,0.0
7581,odin sphere,1480031,46,1.0,64,1480031,fake,2724,0.0,0.0
627,Bluetooth,2264036,30,3.0,783,2264036,fake,243,7.605399,0.0
3995,T3i,2129187,14,2.0,115,2129187,fake,1468,6.2431364,0.0
6118,grand theft auto,8280978,23,1.0,100,8280978,fake,2239,19.003223,0.0
4712,Xbox 360 controller,1608094,27,2.0,168,1608094,fake,1709,15.426292,0.0
4287,Turtle beaches,9824298,35,1.0,150,9824298,fake,1579,10.97604,0.0
7423,motorola photon,3005219,45,1.0,64,3005219,fake,2648,14.663112,0.0
577,Blackberry bold 9900,3371099,26,1.0,31,3371099,fake,223,20.737719,0.0
4962,aquos,2009333,17,1.0,79,2009333,fake,1799,7.645068,0.0
6999,laptop,1623912,47,10.0,2126,1623912,fake,2513,0.0,0.0
2542,MacBook,9119759,16,12.0,1504,9119759,fake,921,3.8105717,0.0
652,Bluetooth headset,9705673,17,2.0,207,9705673,fake,246,15.0775585,0.0
4587,Wireless extender,2733324,11,1.0,50,2733324,fake,1680,6.216758,0.0
1414,Fringe,1168027,23,3.0,144,1168027,fake,545,7.749915,0.0
5030,back up camera,9044875,11,1.0,35,9044875,fake,1823,4.328843,0.0
8545,tablets,2842056,243,1.0,1400,2842056,fake,3078,7.1665077,0.75
5609,dexter,8868861,10,6.0,157,8868861,fake,2028,7.5719986,0.0
3690,Smallville,3224045,37,1.0,100,3224045,fake,1356,8.053364,0.0
553,Big bang theory,2965083,127,1.0,316,2965083,fake,216,16.535494,0.5
1732,Headphones,8964864,34,9.0,1651,8964864,fake,666,0.0,0.0
7240,macbook,3108172,28,9.0,891,3108172,fake,2574,4.1104107,0.0
5319,cameras,2049039,29,1.0,364,2049039,fake,1914,4.048067,0.0
4240,Triton,9466124,37,1.0,108,9466124,fake,1562,0.0,0.0
5732,dv2000,1733053,20,1.0,71,1733053,fake,2083,0.0,0.0
6041,gateway laptop,2804985,12,3.0,100,2804985,fake,2214,6.2930155,0.0
4081,The office,3060039,74,1.0,174,3060039,fake,1498,5.56015,0.5
2567,MacBook pro,9755395,177,2.0,1042,9755395,fake,926,7.161173,0.5
4358,Two and a half men,2965153,17,1.0,37,2965153,fake,1594,15.3259325,0.0
4436,Virgin mobile,2431892,25,4.0,576,2431892,fake,1626,0.0,0.0
835,Canon flash,8968334,14,1.0,52,8968334,fake,309,10.350505,0.0
8901,video capture,9714371,13,2.0,102,9714371,fake,3212,13.544556,0.0
4930,apple,9755322,157,1.0,769,9755322,fake,1785,2.6581287,0.5
2009,Ipad,2205043,34,11.0,2759,2205043,fake,761,4.207155,0.0
2026,Ipad,2903297,19,17.0,2759,2903297,fake,761,0.0,0.0
8305,sony google,1275675,13,1.0,39,1275675,fake,2999,11.58767,0.0
7841,projector,1372995,34,5.0,742,1372995,fake,2829,7.39674,0.0
2786,Ncis,2965117,30,1.0,76,2965117,fake,1022,7.3340855,0.0
7819,printer,9930525,16,8.0,548,9930525,fake,2823,0.0,0.0
1444,Galaxy tab,3131301,11,9.0,537,3131301,fake,557,12.660818,0.0
8416,ssd,1149896,25,1.0,115,1149896,fake,3036,0.0,0.0
6375,htc evo,1552526,25,3.0,244,1552526,fake,2325,11.858708,0.0
8184,security camera,9772225,13,1.0,152,9772225,fake,2956,4.048067,0.0
2327,Laptop sleeve,1627345,13,1.0,118,1627345,fake,862,12.544351,0.0
2835,Nike,1259383,10,4.0,86,1259383,fake,1040,8.539537,0.0
8911,virgin mobile,1409226,34,3.0,627,1409226,fake,3216,12.693966,0.0
4026,Tablets,2809771,64,3.0,1026,2809771,fake,1473,0.0,0.0
6592,iPhone hdmi,2343563,21,1.0,40,2343563,fake,2378,0.0,0.0
8557,tech n9ne,2716718,14,1.0,42,2716718,fake,3081,0.0,0.0
9135,wireless speakers,8275528,12,3.0,180,8275528,fake,3283,9.496542,0.0
5302,camcorders,1159311,10,1.0,157,1159311,fake,1908,4.480342,0.0
2796,Netbook,2670819,12,14.0,957,2670819,fake,1027,0.0,0.0
7798,power supply,8311052,29,1.0,335,8311052,fake,2817,11.71558,0.0
895,Car stereo,1685043,43,4.0,660,1685043,fake,330,0.0,0.0
5157,bluetooth,1902051,22,6.0,693,1902051,fake,1862,8.27152,0.0
3454,Samsung,2775225,12,13.0,900,2775225,fake,1264,3.3096237,0.0
8752,triton,9466295,11,1.0,43,9466295,fake,3156,0.0,0.0
1332,External hard drive,9467132,10,16.0,681,9467132,fake,507,10.929596,0.0
8811,tv antenna,8850601,19,5.0,269,8850601,fake,3169,10.343994,0.0
1019,DVD player,2346039,12,6.0,316,2346039,fake,386,7.259301,0.0
6358,hp touchpad,2884119,88,4.0,5442,2884119,fake,2317,16.79459,0.0
3328,Receiver,9693507,13,8.0,441,9693507,fake,1226,6.185836,0.0
8555,targus,1151337,17,1.0,75,1151337,fake,3080,10.477421,0.0
4486,Waterproof camera,2424259,15,2.0,226,2424259,fake,1642,4.048067,0.0
3942,Steering wheel,9926531,13,1.0,45,9926531,fake,1449,6.091913,0.0
4354,Tvs,2731608,11,2.0,223,2731608,fake,1591,0.0,0.0
808,Canon,1218341,12,9.0,537,1218341,fake,300,4.9907713,0.0
5539,dazzle,9714371,51,2.0,179,9714371,fake,2004,7.2627544,0.0
5412,carpet cleaner,5457542,21,1.0,43,5457542,fake,1941,0.0,0.0
2741,Motorola atrix,1800355,46,1.0,79,1800355,fake,993,15.99704,0.0
8618,thor,3103256,295,2.0,963,3103256,fake,3111,11.359602,0.75
8395,speakers,7933686,17,5.0,542,7933686,fake,3028,3.850443,0.0
6412,i pod touch,9225377,41,1.0,72,9225377,fake,2339,3.7719202,0.0
352,Apple laptops,1535918,12,5.0,238,1535918,fake,150,2.6581287,0.0
631,Bluetooth,2992183,15,11.0,783,2992183,fake,243,0.0,0.0
3741,Sony Internet tv,1275675,16,1.0,33,1275675,fake,1375,7.742279,0.0
6048,gears of war,3158643,13,4.0,243,3158643,fake,2216,9.453739,0.0
5694,driver san francisco,1092403,18,1.0,23,1092403,fake,2065,23.698616,0.0
6466,iPad 2,2339877,14,12.0,1600,2339877,fake,2347,7.5667505,0.0
3969,Sucker punch,2775386,23,1.0,35,2775386,fake,1460,15.697415,0.0
4926,apple,3108109,22,9.0,769,3108109,fake,1785,0.0,0.0
8781,turtle beach,9824298,74,1.0,490,9824298,fake,3166,10.97604,0.0
5585,denon,2127161,10,4.0,160,2127161,fake,2018,5.8640375,0.0
7814,printer,1525426,15,9.0,548,1525426,fake,2823,4.6891675,0.0
5455,chromebook,2809229,21,3.0,87,2809229,fake,1965,6.069643,0.0
953,Citizen Kane,3158361,27,1.0,38,3158361,fake,356,16.320454,0.0
2574,Macbook,1019306,10,12.0,774,1019306,fake,932,8.317114,0.0
8087,samsung galaxy,2775359,10,9.0,545,2775359,fake,2916,10.337644,0.0
3996,TV,9225377,10,1.0,71,9225377,fake,1469,0.0,0.0
2280,Laptop,2805092,36,18.0,2710,2805092,fake,848,0.0,0.0
2477,Mac,2658101,17,12.0,1522,2658101,fake,906,0.0,0.0
2893,Nintendo 3ds,1974633,12,6.0,249,1974633,fake,1072,10.777468,0.0
5168,bluetooth,9101143,13,12.0,693,9101143,fake,1862,8.27152,0.0
5710,ds games,1260403,13,1.0,76,1260403,fake,2073,4.94261,0.0
4367,Un46d7000,2135063,19,1.0,26,2135063,fake,1600,0.0,0.0
685,Bose,1246325,81,5.0,1584,1246325,fake,260,0.0,0.0
3404,Roku 2,2825041,19,1.0,38,2825041,fake,1254,12.357703,0.0
7791,power supply,1510585,28,2.0,335,1510585,fake,2817,11.83003,0.0
7269,madden 12,2856465,14,3.0,295,2856465,fake,2582,11.122679,0.0
5111,beyonce,9600443,14,2.0,149,9600443,fake,1846,0.0,0.0
1552,Gophone,9836584,12,1.0,56,9836584,fake,604,8.452609,0.0
974,Computer monitors,1422209,15,1.0,32,1422209,fake,372,4.78175,0.0
615,Blue ray player,2003047,12,2.0,94,2003047,fake,239,9.051018,0.0
6674,ihome,9827701,10,8.0,253,9827701,fake,2410,7.708646,0.0
1039,Dead island,2541193,107,2.0,643,2541193,fake,397,15.327518,0.5
2246,Kung Fu panda 2,2992438,17,1.0,28,2992438,fake,839,22.65831,0.0
1175,Dr dre,9836432,10,6.0,256,9836432,fake,451,10.371453,0.0
281,Anthrax,3276438,42,1.0,64,3276438,fake,126,0.0,0.0
2600,Macs,9755322,16,1.0,39,9755322,fake,937,0.0,0.0
6606,iPod case,2193784,10,2.0,114,2193784,fake,2385,6.5805707,0.0
8947,wacom,9469014,12,4.0,215,9469014,fake,3225,11.2828665,0.0
6676,imac,2658068,10,6.0,390,2658068,fake,2412,0.0,0.0
8424,star wars,2550164,954,1.0,1594,2550164,fake,3040,6.423506,1.0
5359,car alarm,2224084,13,2.0,186,2224084,fake,1930,0.0,0.0
5678,dragonball z,9160962,11,1.0,69,9160962,fake,2060,12.259837,0.0
6815,ipod charger,1658122,14,2.0,99,1658122,fake,2440,8.65155,0.0
7839,projector,1229392,26,6.0,742,1229392,fake,2829,9.526842,0.0
1516,Glee,3209189,21,5.0,261,3209189,fake,587,6.168318,0.0
7693,plasma tv,2691053,11,4.0,158,2691053,fake,2784,6.107957,0.0
8317,sony laptop,2794138,34,2.0,308,2794138,fake,3004,5.589755,0.0
3752,Sony camera,2317038,15,4.0,217,2317038,fake,1381,7.88036,0.0
9270,zen,2460948,10,1.0,56,2460948,fake,3324,4.9233427,0.0
3800,Sony tablet,3478037,24,2.0,118,3478037,fake,1397,13.136419,0.0
5208,bones,1196065,17,1.0,41,1196065,fake,1874,5.1287174,0.0
518,Beats by dre,9740784,21,15.0,1655,9740784,fake,204,12.431894,0.0
9031,wii,2539748,14,8.0,451,2539748,fake,3256,7.497902,0.0
508,Beats by dre,2074648,82,8.0,1655,2074648,fake,204,10.406876,0.0
7449,nancy drew,1323979,12,2.0,81,1323979,fake,2663,14.679729,0.0
8890,verbatim,7642777,14,1.0,100,7642777,fake,3206,5.778677,0.0
1088,Dell laptop,3047444,53,1.0,387,3047444,fake,409,0.0,0.0
6594,iPhone screen protector,1230537,11,1.0,30,1230537,fake,2380,5.4912252,0.0
1297,Electric guitars,8389978,10,1.0,29,8389978,fake,492,9.138616,0.0
5939,fm transmitter,9246862,15,4.0,271,9246862,fake,2171,0.0,0.0
4619,Wireless router,1678271,21,11.0,1032,1678271,fake,1689,0.0,0.0
7502,nhl 12,2807054,45,1.0,54,2807054,fake,2685,14.755093,0.0
6484,iPad 2 case,2701307,11,4.0,198,2701307,fake,2349,10.5797,0.0
4860,alpine,9775134,20,3.0,379,9775134,fake,1765,6.1225758,0.0
27,2622037 2127204 2127213 2121716 2138291,2009281,16,20.0,3248,2009281,fake,15,0.0,0.0
6588,iPhone cases,2589505,33,1.0,265,2589505,fake,2376,7.4523363,0.0
8297,sony camera,2061077,21,1.0,139,2061077,fake,2996,7.88036,0.0
7533,nintendo 3ds,1824267,41,1.0,146,1824267,fake,2701,14.624317,0.0
2319,Laptop computers,2969477,12,1.0,105,2969477,fake,855,2.9688559,0.0
2607,Madden 12,2795473,17,4.0,611,2795473,fake,940,13.80987,0.0
1099,Dell xps,2633088,10,3.0,99,2633088,fake,413,8.777526,0.0
3319,Receiver,1799109,13,8.0,441,1799109,fake,1226,0.0,0.0
7442,mp3 players,9225377,17,1.0,135,9225377,fake,2658,7.7822723,0.0
2495,Mac book,1535845,16,8.0,590,1535845,fake,908,0.0,0.0
94,2k12,2978363,37,1.0,46,2978363,fake,40,12.373636,0.0
4854,alpine,1918052,17,4.0,379,1918052,fake,1765,5.49195,0.0
1566,Gps,9539298,12,14.0,1089,9539298,fake,607,7.5455747,0.0
5635,digital photo frames,1635186,13,2.0,64,1635186,fake,2039,14.449203,0.0
716,Bose head phones,9450578,10,1.0,27,9450578,fake,265,6.213887,0.0
8287,sony,2802474,11,7.0,749,2802474,fake,2994,2.742487,0.0
6448,iPad,2884085,17,19.0,3643,2884085,fake,2345,0.0,0.0
