,query,sku,clicks,rank,num_impressions,doc_id,product_name,query_id,name_match,grade
4756,Xbox360 console,1162184,22,1.0,106,1162184,fake,1723,7.947835,0.0
2590,Macbook air,9944942,19,5.0,264,9944942,fake,933,6.683667,0.0
8470,subwoofer,8699704,21,3.0,404,8699704,fake,3060,5.1470366,0.0
6350,hp touchpad,2339386,13,9.0,5442,2339386,fake,2317,0.0,0.0
7795,power supply,2437031,12,6.0,335,2437031,fake,2817,15.820028,0.0
636,Bluetooth,9274778,10,15.0,783,9274778,fake,243,0.0,0.0
6628,iPod speakers,2205043,11,2.0,170,2205043,fake,2394,7.3015766,0.0
4479,Watches,2074092,11,1.0,39,2074092,fake,1638,0.0,0.0
5498,computer speakers,2681202,17,5.0,411,2681202,fake,1984,0.0,0.0
6422,iPad,1151337,11,24.0,3643,1151337,fake,2345,0.0,0.0
3528,Samsung led,2135063,10,4.0,147,2135063,fake,1291,9.556355,0.0
3175,Printer,9947181,97,1.0,602,9947181,fake,1186,5.01441,0.5
7565,norton 360,2086054,30,1.0,78,2086054,fake,2715,12.377066,0.0
6846,itrip,8331272,19,3.0,93,8331272,fake,2452,8.439229,0.0
5716,dsc-h7,2553082,13,2.0,55,2553082,fake,2077,6.1771564,0.0
486,Beats by dr dre,2074648,17,9.0,538,2074648,fake,201,15.258418,0.0
4084,The office season 7,3060066,20,2.0,85,3060066,fake,1499,6.9645667,0.0
3065,Plasma tv,2691053,12,2.0,95,2691053,fake,1149,6.107957,0.0
3169,Printer,2191137,27,6.0,602,2191137,fake,1186,4.1507215,0.0
846,Canon s100,3558321,22,1.0,27,3558321,fake,316,14.285391,0.0
8689,toshiba thrive,2769576,163,1.0,396,2769576,fake,3134,13.885659,0.75
9088,wireless headphones,9040076,41,3.0,342,9040076,fake,3273,10.582481,0.0
243,Alpine,9321245,16,7.0,409,9321245,fake,113,8.841263,0.0
7211,mac air,3108172,11,3.0,84,3108172,fake,2564,3.0991678,0.0
7923,psych,2390506,15,1.0,29,2390506,fake,2851,6.690256,0.0
128,3d glasses,2340469,39,2.0,400,2340469,fake,59,13.111718,0.0
4729,Xbox console,1162184,53,1.0,294,1162184,fake,1716,13.560961,0.0
5393,car stereo,1149632,10,11.0,606,1149632,fake,1939,0.0,0.0
3936,Starfox,2613118,43,1.0,52,2613118,fake,1445,0.0,0.0
9021,wifi,9826287,13,1.0,139,9826287,fake,3251,0.0,0.0
2028,Ipad,9924603,10,23.0,2759,9924603,fake,761,0.0,0.0
6875,john mayer,1905067,14,1.0,66,1905067,fake,2468,11.366071,0.0
4343,Tv stands,9346264,45,1.0,265,9346264,fake,1587,12.783728,0.0
3235,Ps3 bundle,3061302,23,1.0,61,3061302,fake,1193,0.0,0.0
898,Car stereo,1750059,17,10.0,660,1750059,fake,330,0.0,0.0
4562,Wilco,3415433,23,1.0,50,3415433,fake,1670,0.0,0.0
4563,Wilco,3415451,14,2.0,50,3415451,fake,1670,0.0,0.0
1603,HP Touchpad,2842056,67,1.0,116,2842056,fake,626,15.687536,0.5
2978,Otterbox,2193848,14,11.0,665,2193848,fake,1106,5.222966,0.0
2579,Macbook,3108109,36,7.0,774,3108109,fake,932,0.0,0.0
8492,surge protector,9902504,15,2.0,155,9902504,fake,3065,13.904625,0.0
6709,intel,2842056,18,9.0,907,2842056,fake,2421,0.0,0.0
6551,iPhone 4 cases,1155475,10,10.0,540,1155475,fake,2367,11.918546,0.0
6702,intel,2686552,10,12.0,907,2686552,fake,2421,3.0442228,0.0
4159,Toshiba laptop,1853531,11,10.0,348,1853531,fake,1533,3.5632353,0.0
2865,Nikon camera,9456803,14,3.0,154,9456803,fake,1052,9.235361,0.0
4191,Touchpad,2842056,2715,1.0,4612,2842056,fake,1545,10.239063,1.0
1600,HP Tablet,2842092,11,2.0,35,2842092,fake,624,0.0,0.0
1465,Garmin,9670825,43,2.0,451,9670825,fake,568,7.5937214,0.0
4222,Transformers blu ray,3247045,38,1.0,59,3247045,fake,1554,15.878416,0.0
4839,air conditioner,2086285,11,4.0,183,2086285,fake,1760,6.3437314,0.0
7775,portable speakers,8586586,10,3.0,169,8586586,fake,2809,4.128271,0.0
4426,Viper alarm,9516348,10,1.0,39,9516348,fake,1623,0.0,0.0
8019,rio,2960361,20,2.0,112,2960361,fake,2894,6.2436533,0.0
7134,lg revolution,2671414,13,1.0,26,2671414,fake,2542,11.3619,0.0
3538,Samsung refrigerator,2147695,10,2.0,122,2147695,fake,1297,7.2940006,0.0
8426,star wars,3039119,85,3.0,1594,3039119,fake,3040,9.542266,0.0
3839,Soul by ludacris,2992253,18,1.0,62,2992253,fake,1409,12.589708,0.0
6955,kiss,1216798,12,1.0,57,1216798,fake,2493,6.0293894,0.0
5926,flatout,2723414,15,1.0,58,2723414,fake,2165,0.0,0.0
2585,Macbook,9944951,14,11.0,774,9944951,fake,932,3.8105717,0.0
3604,Sharp,2380145,40,2.0,256,2380145,fake,1327,5.494752,0.0
1778,Home theater,2052149,15,3.0,270,2052149,fake,677,9.585505,0.0
3585,Scream 4,3068031,21,2.0,86,3068031,fake,1318,14.258543,0.0
7674,pink floyd,3144164,20,1.0,126,3144164,fake,2777,0.0,0.0
3731,Sony,2802474,13,9.0,981,2802474,fake,1371,0.0,0.0
5510,computers,8856865,13,3.0,374,8856865,fake,1985,0.0,0.0
1237,Dslr,1222817,14,1.0,66,1222817,fake,470,0.0,0.0
1485,Gateway laptop,2845044,14,4.0,127,2845044,fake,574,6.854455,0.0
2981,Otterbox,2193884,21,7.0,665,2193884,fake,1106,5.222966,0.0
1220,Droid 3,2965384,33,1.0,44,2965384,fake,463,10.526823,0.0
9052,wii play,1119138,14,1.0,60,1119138,fake,3261,6.6075826,0.0
3096,Playstation 3 system,1903148,13,2.0,58,1903148,fake,1159,0.0,0.0
6658,ice maker,9605082,15,1.0,78,9605082,fake,2407,0.0,0.0
2674,Mindless behavior,3486349,38,1.0,51,3486349,fake,969,0.0,0.0
9107,wireless printer,9999163600050004,10,3.0,124,9999163600050004,fake,3277,7.413006,0.0
7699,play station 3,3061302,39,1.0,160,3061302,fake,2787,4.114786,0.0
7570,notebook,2738738,13,1.0,171,2738738,fake,2717,0.0,0.0
6429,iPad,1945674,111,7.0,3643,1945674,fake,2345,0.0,0.0
6889,kanye west,1175785,10,3.0,104,1175785,fake,2475,0.0,0.0
1021,DVD player,9344934,23,2.0,316,9344934,fake,386,7.259301,0.0
7697,play station 2,1251336,12,2.0,75,1251336,fake,2786,0.0,0.0
3490,Samsung galaxy,2817743,29,4.0,439,2817743,fake,1279,11.77169,0.0
6818,ipod classic,8771965,11,2.0,113,8771965,fake,2441,8.051006,0.0
6448,iPad,2884085,17,19.0,3643,2884085,fake,2345,0.0,0.0
5261,brantley gilbert,9795756,23,2.0,123,9795756,fake,1889,0.0,0.0
7853,projector screen,1347887,10,3.0,96,1347887,fake,2830,7.9924135,0.0
6426,iPad,1918265,76,8.0,3643,1918265,fake,2345,0.0,0.0
9193,xbox 360 elite,1569235,32,2.0,94,1569235,fake,3296,17.29598,0.0
4489,Waterproof cameras,2420165,10,1.0,69,2420165,fake,1643,4.048067,0.0
736,Boxee box,2070351,18,1.0,29,2070351,fake,275,13.955734,0.0
5948,freezers,9756985,18,1.0,74,9756985,fake,2176,6.8385305,0.0
7096,laptops,9755322,115,5.0,2063,9755322,fake,2526,0.0,0.0
181,90210,1148979,15,2.0,68,1148979,fake,83,7.2633734,0.0
2500,Mac book,9755322,202,1.0,590,9755322,fake,908,0.0,0.75
154,3ds,2582044,51,4.0,578,2582044,fake,64,8.408441,0.0
4321,Tv antenna,8280843,20,3.0,226,8280843,fake,1582,7.2188225,0.0
6068,ghost rider,8661423,11,1.0,55,8661423,fake,2224,15.717807,0.0
5173,bluetooth,9705691,10,15.0,693,9705691,fake,1862,7.0385695,0.0
5993,galaxy tab 10.1 case,2775359,11,1.0,20,2775359,fake,2194,19.091635,0.0
1578,Graphics card,9957982,13,2.0,158,9957982,fake,610,8.212719,0.0
614,Blue ray player,1233058,12,2.0,94,1233058,fake,239,7.492059,0.0
961,Coby tablet,2684193,12,2.0,41,2684193,fake,363,15.313724,0.0
4602,Wireless keyboard,1261439,22,2.0,214,1261439,fake,1683,12.598557,0.0
7121,lenovo,2769424,19,7.0,449,2769424,fake,2536,7.240901,0.0
3723,Sony,2072128,20,6.0,981,2072128,fake,1371,4.078864,0.0
7000,laptop,1853531,56,9.0,2126,1853531,fake,2513,0.0,0.0
4015,Tablet hp,2842056,19,1.0,39,2842056,fake,1471,12.614981,0.0
2666,Microwave,8030365,12,8.0,363,8030365,fake,967,5.7473574,0.0
412,Asus transformer,2842056,13,4.0,236,2842056,fake,171,0.0,0.0
7344,microwave,6963869,22,3.0,286,6963869,fake,2618,5.3972807,0.0
2418,Lil Wayne,19046802,13,5.0,714,19046802,fake,884,0.0,0.0
8257,smallville,1155509,23,2.0,138,1155509,fake,2987,7.562826,0.0
3271,Psp,9175082,125,1.0,405,9175082,fake,1203,5.1607437,0.5
7002,laptop,2660188,63,7.0,2126,2660188,fake,2513,3.1012907,0.0
6242,headphones,9450578,18,9.0,1131,9450578,fake,2278,4.646242,0.0
5422,carter iv,3232178,29,2.0,74,3232178,fake,1946,13.069475,0.0
6949,kinect,1974833,10,7.0,203,1974833,fake,2491,7.998147,0.0
1702,Head phones,8483697,14,3.0,281,8483697,fake,663,0.0,0.0
6831,ipod touch,2237282,11,6.0,1134,2237282,fake,2447,7.065584,0.0
1441,Galaxy tab,2842056,14,8.0,537,2842056,fake,557,0.0,0.0
5974,galaxy tab,1450131,12,11.0,794,1450131,fake,2192,0.0,0.0
9255,yamaha,8523243,12,3.0,148,8523243,fake,3317,8.746992,0.0
5301,camcorder,1159311,24,1.0,194,1159311,fake,1907,4.480342,0.0
1758,Helicopter,2248065,20,2.0,63,2248065,fake,670,8.236622,0.0
5580,dell laptops,2562035,10,2.0,138,2562035,fake,2015,6.1568565,0.0
2645,Microsd,2603545,12,1.0,38,2603545,fake,960,0.0,0.0
8971,waterproof camera,2420165,19,1.0,134,2420165,fake,3236,4.048067,0.0
6323,hp netbook,2754052,19,1.0,34,2754052,fake,2307,6.9226284,0.0
6401,htc tablet,2842056,17,2.0,109,2842056,fake,2334,7.1665077,0.0
2444,Lion king blu ray,2864437,11,1.0,34,2864437,fake,893,16.914486,0.0
8175,sd1000,9464705,30,1.0,39,9464705,fake,2951,0.0,0.0
745,Breaking bad,2579471,21,1.0,95,2579471,fake,280,10.275878,0.0
2745,Motorola modem,8229044,15,2.0,45,8229044,fake,995,18.173838,0.0
5157,bluetooth,1902051,22,6.0,693,1902051,fake,1862,8.27152,0.0
1105,Denon,2127091,47,1.0,194,2127091,fake,415,5.8640375,0.0
4504,Webcam,2588427,14,9.0,483,2588427,fake,1650,0.0,0.0
8449,starcraft 2,9853923,24,1.0,30,9853923,fake,3051,8.947833,0.0
9177,xbox 360,9999150900050000,16,10.0,670,9999150900050000,fake,3293,0.0,0.0
1880,Hp touchpad case,2884119,40,1.0,59,2884119,fake,708,20.959312,0.0
9140,world of warcraft,6957304,19,1.0,130,6957304,fake,3285,13.732464,0.0
6657,ibook,9051447,11,3.0,63,9051447,fake,2406,9.699303,0.0
3660,Skullcandy,2137089,17,8.0,639,2137089,fake,1348,0.0,0.0
6440,iPad,2408224,14,22.0,3643,2408224,fake,2345,0.0,0.0
3312,Razer,9212531,12,4.0,242,9212531,fake,1222,10.243818,0.0
685,Bose,1246325,81,5.0,1584,1246325,fake,260,0.0,0.0
5384,car radios,1149887,12,3.0,167,1149887,fake,1937,5.196283,0.0
249,Always sunny,1283768,10,2.0,40,1283768,fake,116,12.328311,0.0
6109,gps,9927197,23,7.0,771,9927197,fake,2237,7.5455747,0.0
1384,Flip,1325225,12,6.0,318,1325225,fake,531,5.7983446,0.0
6766,ipad 2,2339322,69,3.0,1020,2339322,fake,2427,7.5667505,0.0
6998,laptop,1623867,15,24.0,2126,1623867,fake,2513,0.0,0.0
7575,notebooks,2738738,11,1.0,131,2738738,fake,2720,0.0,0.0
2629,Metal gear solid,3166797,11,1.0,24,3166797,fake,953,19.356615,0.0
235,Alpine,1807251,10,9.0,409,1807251,fake,113,0.0,0.0
7912,psp,9459631,21,5.0,410,9459631,fake,2845,0.0,0.0
2385,Led tv,9896008,11,2.0,192,9896008,fake,869,5.363899,0.0
6213,hdtv,2103213,10,1.0,148,2103213,fake,2274,5.049158,0.0
3393,Rim playbook,2265381,13,1.0,23,2265381,fake,1251,11.019675,0.0
7386,modem,9856748,47,4.0,651,9856748,fake,2631,7.029896,0.0
4890,antec,9254656,15,2.0,82,9254656,fake,1778,9.530782,0.0
2731,Monster turbine,9311728,19,1.0,42,9311728,fake,988,19.148167,0.0
5546,dead island,2541209,306,1.0,453,2541209,fake,2006,13.985054,0.75
9058,wilco,3415451,11,1.0,20,3415451,fake,3263,0.0,0.0
3052,Pirates of the caribbean,3158528,11,1.0,32,3158528,fake,1141,13.710044,0.0
4040,Telescope,9209322,16,1.0,68,9209322,fake,1478,7.266711,0.0
9049,wii games,1443926,18,1.0,175,1443926,fake,3260,6.6075826,0.0
6053,gears of war 3,2985153,32,3.0,387,2985153,fake,2217,12.693828,0.0
9173,xbox 360,9911636,18,9.0,670,9911636,fake,3293,0.0,0.0
3256,Ps3 headset,9295915,25,3.0,267,9295915,fake,1198,6.9152603,0.0
6129,grindhouse,8468623,11,1.0,57,8468623,fake,2244,9.866979,0.0
5400,car stereo,1750059,20,7.0,606,1750059,fake,1939,0.0,0.0
6024,garmin,9940655,15,4.0,258,9940655,fake,2209,8.258819,0.0
4495,Web cam,2804921,15,5.0,206,2804921,fake,1647,10.014816,0.0
2008,Ipad,1945674,67,7.0,2759,1945674,fake,761,0.0,0.0
1143,Digital camera,9720275,13,3.0,249,9720275,fake,431,8.437368,0.0
7474,netbook,3301735,10,10.0,603,3301735,fake,2674,0.0,0.0
1151,Digital picture frame,1635186,20,1.0,61,1635186,fake,437,9.392157,0.0
7518,nikon d3100,1222817,79,1.0,123,1222817,fake,2691,12.113542,0.5
4172,Toshiba netbook,1853531,53,1.0,68,1853531,fake,1536,7.659684,0.0
7986,refrigerator,9793794,10,5.0,283,9793794,fake,2877,4.551962,0.0
8,1196578,1196578,135,1.0,169,1196578,fake,6,0.0,0.75
93,2975038,2975038,45,1.0,48,2975038,fake,39,0.0,0.0
2167,Keurig,8464431,10,4.0,161,8464431,fake,819,10.634449,0.0
3991,Switchfoot,3486767,17,1.0,36,3486767,fake,1466,0.0,0.0
7958,razer,1272013,10,4.0,170,1272013,fake,2867,8.716878,0.0
8326,sony laptops,2802517,11,2.0,121,2802517,fake,3005,5.589755,0.0
2604,Madden,9791669,57,2.0,235,9791669,fake,939,9.190647,0.0
5497,computer speakers,1564512,13,9.0,411,1564512,fake,1984,0.0,0.0
4936,apple ipad,1945531,59,1.0,132,1945531,fake,1789,9.347507,0.5
4488,Waterproof camera,2701485,11,4.0,226,2701485,fake,1642,3.5832376,0.0
9240,xoom,1946197,376,1.0,968,1946197,fake,3313,7.769685,0.75
6032,garmin nuvi,19439981,10,3.0,109,19439981,fake,2211,17.309357,0.0
1919,I touch,9225377,37,1.0,61,9225377,fake,730,3.7719202,0.0
4012,Tablet,2971069,13,12.0,1249,2971069,fake,1470,0.0,0.0
1866,Hp touch pad,2947041,19,3.0,1020,2947041,fake,706,5.887249,0.0
5839,ethernet cable,9737423,16,1.0,157,9737423,fake,2131,5.3226166,0.0
2612,Madden NFL 12,2375201,24,1.0,36,2375201,fake,942,21.20762,0.0
1048,Dead throne,3208684,13,1.0,22,3208684,fake,401,18.425259,0.0
6672,ihome,8878672,13,5.0,253,8878672,fake,2410,6.4529924,0.0
3843,Sound bar,2052088,10,13.0,506,2052088,fake,1410,0.0,0.0
7786,power inverter,9890599,20,1.0,137,9890599,fake,2814,14.2814045,0.0
804,Cameras,9933268,13,8.0,460,9933268,fake,297,0.0,0.0
5691,dream theater,3217433,39,1.0,129,3217433,fake,2063,0.0,0.0
1301,Entourage,9930822,11,2.0,64,9930822,fake,495,7.7202187,0.0
3214,Ps vita,2095647,23,2.0,85,2095647,fake,1191,6.0215654,0.0
5195,bluetooth keyboard,2573486,10,4.0,107,2573486,fake,1867,10.290535,0.0
6475,iPad 2,2701307,36,7.0,1600,2701307,fake,2347,7.132314,0.0
4751,Xbox live,1775042,41,3.0,285,1775042,fake,1721,8.0171,0.0
7778,portable tv,1551014,12,1.0,150,1551014,fake,2810,10.268581,0.0
4330,Tv mount,9881868,15,3.0,187,9881868,fake,1584,6.875676,0.0
417,Aux cable,8723553,11,2.0,62,8723553,fake,175,0.0,0.0
9129,wireless routers,2225047,38,1.0,206,2225047,fake,3281,9.796352,0.0
5103,beats headphones,9836718,20,1.0,125,9836718,fake,1840,11.534045,0.0
6126,greys anatomy,2901031,48,1.0,157,2901031,fake,2243,14.114032,0.0
4125,Tivo,1331156,11,5.0,224,1331156,fake,1524,0.0,0.0
1591,Gunnar,1649294,20,1.0,54,1649294,fake,617,11.810198,0.0
6003,game boy,9807716,12,1.0,75,9807716,fake,2199,5.7925487,0.0
8527,tablet,2971069,24,10.0,1353,2971069,fake,3075,0.0,0.0
6124,green lantern,2629191,13,1.0,54,2629191,fake,2242,11.99636,0.0
8695,touch pad,2842056,167,1.0,291,2842056,fake,3136,0.0,0.75
5455,chromebook,2809229,21,3.0,87,2809229,fake,1965,6.069643,0.0
7268,madden 12,2856253,40,2.0,295,2856253,fake,2582,11.122679,0.0
1138,Digital antenna,8280834,17,2.0,93,8280834,fake,430,7.7568407,0.0
2804,Netbook,3167305,16,11.0,957,3167305,fake,1027,0.0,0.0
6589,iPhone charger,1658122,50,1.0,212,1658122,fake,2377,9.213347,0.0
1205,Dre beats,2390703,14,11.0,435,2390703,fake,459,0.0,0.0
1085,Dell laptop,2670819,22,4.0,387,2670819,fake,409,6.1568565,0.0
2898,Nintendo ds,1824258,17,2.0,156,1824258,fake,1073,7.8111405,0.0
5202,boardwalk empire,3215757,33,2.0,110,3215757,fake,1869,15.687611,0.0
5929,flip,1159339,12,4.0,152,1159339,fake,2166,6.1515274,0.0
1737,Headphones,9246862,19,16.0,1651,9246862,fake,666,0.0,0.0
4449,Voice recorder,9298663,21,3.0,169,9298663,fake,1629,9.789374,0.0
8227,sirius,8116585,13,3.0,169,8116585,fake,2977,7.4306517,0.0
7933,quicken,1227279,21,1.0,94,1227279,fake,2858,10.387201,0.0
3463,Samsung 32,2127443,23,2.0,90,2127443,fake,1266,11.381559,0.0
7556,nokia,2128203,13,2.0,83,2128203,fake,2711,6.3299007,0.0
1993,Internal hard drive,8909595,10,4.0,132,8909595,fake,757,12.081963,0.0
156,3ds,9999159400050006,11,7.0,578,9999159400050006,fake,64,0.0,0.0
456,Beats,1232474,199,3.0,2781,1232474,fake,198,0.0,0.5
8512,tablet,2205043,14,15.0,1353,2205043,fake,3075,0.0,0.0
7318,micro sd card,2731247,59,2.0,254,2731247,fake,2607,4.170499,0.0
8801,tv,2893174,20,5.0,1062,2893174,fake,3168,0.0,0.0
1010,D5100,2553883,16,2.0,121,2553883,fake,383,7.0240145,0.0
4880,android tablet,2012081,10,5.0,231,2012081,fake,1775,7.74364,0.0
6817,ipod classic,8771929,73,1.0,113,8771929,fake,2441,8.051006,0.5
2843,Nikon,1222844,12,9.0,730,1222844,fake,1044,5.187294,0.0
5038,batman,3046579,12,3.0,153,3046579,fake,1828,6.8986616,0.0
4319,Tv antenna,4780115,17,4.0,226,4780115,fake,1582,7.7568407,0.0
3095,Playstation 3 console,9912177,24,4.0,324,9912177,fake,1158,0.0,0.0
2823,Network card,3863251,10,2.0,35,3863251,fake,1033,10.140397,0.0
3951,Stylus,2091741,10,5.0,197,2091741,fake,1456,4.533188,0.0
4660,X-men first class,3209204,65,2.0,309,3209204,fake,1701,18.338396,0.0
8888,vcr,9760069,11,2.0,100,9760069,fake,3204,5.8531437,0.0
8910,virgin mobile,1069179,11,9.0,627,1069179,fake,3216,12.693966,0.0
2761,Move,1051329,10,1.0,34,1051329,fake,1003,6.501439,0.0
8475,subwoofers,8417527,13,2.0,258,8417527,fake,3061,6.681469,0.0
505,Beats by dre,1232474,110,4.0,1655,1232474,fake,204,0.0,0.0
2429,Linksys,9770315,13,3.0,170,9770315,fake,887,7.9881983,0.0
1302,Envy,1805687,14,1.0,35,1805687,fake,496,4.8223753,0.0
4683,Xbox 360,2303202,10,15.0,1002,2303202,fake,1704,0.0,0.0
2358,Laptops,2970255,27,20.0,2607,2970255,fake,863,0.0,0.0
105,32 inch tv,2047641,10,2.0,97,2047641,fake,48,6.2354794,0.0
7746,portable cd player,8222915,17,1.0,95,8222915,fake,2803,12.944613,0.0
4266,Turtle beach,1272004,18,13.0,811,1272004,fake,1573,13.259951,0.0
8315,sony headset,3158734,15,1.0,23,3158734,fake,3002,11.9061165,0.0
4187,Touchpad,2339386,16,9.0,4612,2339386,fake,1545,0.0,0.0
9041,wii console,9999159400050002,11,5.0,251,9999159400050002,fake,3257,6.115121,0.0
4974,asus,1418758,24,11.0,1201,1418758,fake,1804,0.0,0.0
7648,pc3200,7642688,16,1.0,69,7642688,fake,2760,0.0,0.0
7050,laptop chargers,9420361,30,1.0,72,9420361,fake,2520,3.9915743,0.0
7349,microwave oven,2684205,14,1.0,84,2684205,fake,2619,0.0,0.0
893,Car stereo,1149996,44,3.0,660,1149996,fake,330,0.0,0.0
3610,Sharp 70,2047632,34,2.0,91,2047632,fake,1330,10.701828,0.0
1263,Dynex 32,1854819,19,1.0,28,1854819,fake,479,0.0,0.0
7607,original soundtrack,1329415,15,2.0,72,1329415,fake,2739,9.090346,0.0
204,Acoustic guitar,7934658,13,1.0,42,7934658,fake,96,8.9295435,0.0
2937,Office for Mac,1303083,19,1.0,29,1303083,fake,1091,13.428761,0.0
2445,Little big planet,9467873,12,1.0,34,9467873,fake,894,0.0,0.0
8575,the bigs,1429763,12,3.0,71,1429763,fake,3091,0.0,0.0
4640,Wireless speakers,1211757,18,1.0,169,1211757,fake,1691,11.790866,0.0
8703,touchpad,2883101,23,8.0,3363,2883101,fake,3137,10.239063,0.0
6479,iPad 2 3G,1918265,11,1.0,23,1918265,fake,2348,12.527397,0.0
8302,sony digital camera,2061059,15,1.0,84,2061059,fake,2998,12.233533,0.0
1945,Ihome,2205052,38,4.0,648,2205052,fake,743,6.4529924,0.0
1160,Dishwasher,8928574,15,2.0,142,8928574,fake,444,5.276781,0.0
1739,Headphones,9422369,12,23.0,1651,9422369,fake,666,0.0,0.0
6201,hdmi cable,8993388,17,7.0,482,8993388,fake,2270,9.4129925,0.0
3812,Sony vail,2925714,17,1.0,58,2925714,fake,1401,2.6345892,0.0
4328,Tv mount,9873171,17,2.0,187,9873171,fake,1584,7.9956493,0.0
7129,lenses,9259107,12,1.0,61,9259107,fake,2538,0.0,0.0
7512,nikon,9523919,11,8.0,435,9523919,fake,2686,5.9605103,0.0
2166,Keurig,8464397,61,1.0,161,8464397,fake,819,7.62992,0.5
7040,laptop battery,9637558,22,2.0,126,9637558,fake,2516,9.728692,0.0
643,Bluetooth adapter,8781348,15,1.0,42,8781348,fake,244,13.401551,0.0
31,2622037 2127204 2127213 2121716 2138291,2125233,14,22.0,3248,2125233,fake,15,0.0,0.0
5274,bridesmaids,19042281,13,3.0,441,19042281,fake,1895,13.803217,0.0
2736,Mophie,2833769,22,3.0,160,2833769,fake,989,6.817877,0.0
7856,projector screens,1372995,10,2.0,85,1372995,fake,2831,7.39674,0.0
980,Computer speakers,1564512,19,6.0,430,1564512,fake,373,5.1857843,0.0
1520,Go phone,2847097,19,2.0,97,2847097,fake,589,4.479547,0.0
7781,portal 2,2146696,14,1.0,28,2146696,fake,2811,14.639778,0.0
5911,flash drive,9226759,11,6.0,290,9226759,fake,2162,10.4562645,0.0
6227,headphones,2204196,23,7.0,1131,2204196,fake,2278,6.5170965,0.0
1761,Hello kitty,1256473,15,2.0,389,1256473,fake,671,11.116937,0.0
5616,digital camera,2061077,17,1.0,253,2061077,fake,2032,7.409514,0.0
2149,Karaoke machine,1146468,13,2.0,107,1146468,fake,815,4.486528,0.0
2846,Nikon,1978038,12,9.0,730,1978038,fake,1044,5.187294,0.0
994,Computers,9755322,19,2.0,394,9755322,fake,374,0.0,0.0
5461,clearance,9496976,10,2.0,75,9496976,fake,1968,15.127,0.0
5324,cannon,2044104,10,2.0,111,2044104,fake,1915,0.0,0.0
8494,surge protectors,9902504,10,2.0,93,9902504,fake,3066,13.904625,0.0
2313,Laptop charger,1207539,13,4.0,182,1207539,fake,853,0.0,0.0
4614,Wireless printer,9947181,23,1.0,130,9947181,fake,1686,9.983852,0.0
7035,laptop,9755322,91,5.0,2126,9755322,fake,2513,0.0,0.0
3558,Samsung tv,2128276,25,1.0,299,2128276,fake,1307,4.812297,0.0
7194,lumix,2061031,17,1.0,86,2061031,fake,2562,7.180209,0.0
7790,power supply,1073697,20,4.0,335,1073697,fake,2817,11.001974,0.0
7622,overlord,17228304,11,1.0,74,17228304,fake,2744,12.189973,0.0
1170,Double din,1733053,10,1.0,75,1733053,fake,450,0.0,0.0
2543,MacBook,9755322,514,1.0,1504,9755322,fake,921,4.1104107,0.75
2144,Karaoke,1146422,16,3.0,232,1146422,fake,814,3.9399714,0.0
